title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Expanded Access to Non-VA Care Through the Veterans Choice Program,Rule,Veterans Affairs Department,"The Department of Veterans Affairs (VA) adopts as final, with no change, an interim final rule revising its medical regulations that implement section 101 of the Veterans Access, Choice, and Accountability Act of 2014, as amended, (hereafter referred to as ``the Choice Act''), which requires VA to establish a program (hereafter referred to as the ``Veterans Choice Program'' or the ``Program'') to furnish hospital care and medical services through eligible non-VA health care providers to eligible veterans who either cannot be seen within the wait-time goals of the Veterans Health Administration (VHA) or who qualify based on their place of residence or face an unusual or excessive burden in traveling to a VA medical facility. Those revisions contained in the interim final rule, which is now adopted as final, were required by amendments to the Choice Act made by the Construction Authorization and Choice Improvement Act of 2014, and by the Surface Transportation and Veterans Health Care Choice Improvement Act of 2015. VA published an interim final rule on December 1, 2015, implementing those regulatory revisions, and we received seven public comments. This final rule responds to those public comments and does not make any further regulatory revisions.", 2018-10054,https://www.federalregister.gov/documents/2018/05/11/2018-10054/expanded-access-to-non-va-care-through-the-veterans-choice-program,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-10054.pdf,05/11/2018
Authority of Health Care Providers To Practice Telehealth,Rule,Veterans Affairs Department,"The Department of Veterans Affairs (VA) is amending its medical regulations by standardizing the delivery of care by VA health care providers through telehealth. This rule ensures that VA health care providers can offer the same level of care to all beneficiaries, irrespective of the State or location in a State of the VA health care provider or the beneficiary. This final rule achieves important Federal interests by increasing the availability of mental health, specialty, and general clinical care for all beneficiaries.", 2018-10114,https://www.federalregister.gov/documents/2018/05/11/2018-10114/authority-of-health-care-providers-to-practice-telehealth,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-10114.pdf,05/11/2018
Air Plan Approval; KY; Fine Particulate Matter and Ozone NAAQS Revisions,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is taking final action to approve portions of State Implementation Plan (SIP) revisions submitted by the Commonwealth of Kentucky, through the Kentucky Division for Air Quality, on December 21, 2016, and August 29, 2017, on behalf of the Louisville Metro Air Pollution Control District (District). The changes to the SIP that EPA is taking final action to approve are the portions of the submittals that modify the District's Ambient Air Quality Standards regulation, specifically changes to the District's air quality standards for fine particulate matter (PM<INF>2.5</INF>) and ozone to reflect the 2012 PM<INF>2.5</INF> and 2015 ozone national ambient air quality standards (NAAQS). EPA has determined that the December 21, 2016, and August 29, 2017, SIP revisions are consistent with the Clean Air Act (CAA or Act). EPA will act on the other portions of the December 21, 2016, and August 29, 2017, submittals in a separate action.", 2018-09991,https://www.federalregister.gov/documents/2018/05/11/2018-09991/air-plan-approval-ky-fine-particulate-matter-and-ozone-naaqs-revisions,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-09991.pdf,05/11/2018
Extension of Deadline for Action on the Section 126(b) Petition From New York,Rule,Environmental Protection Agency,"In this action, the Environmental Protection Agency (EPA) is determining that 60 days is insufficient time to complete the technical and other analyses and public notice-and-comment process required for our review of a petition dated March 12, 2018, submitted by the state of New York pursuant to section 126(b) of the Clean Air Act (CAA). The petition requests that the EPA make a finding that emissions from the collection of identified sources in nine states (Illinois, Indiana, Kentucky, Maryland, Michigan, Ohio, Pennsylvania, Virginia and West Virginia) significantly contribute to and interfere with maintenance of the 2008 and 2015 ozone national ambient air quality standards (NAAQS) in New York State. Under section 307(d)(10) of the CAA, the EPA is authorized to grant a time extension for responding to a petition if the EPA determines that the extension is necessary to afford the public, and the Agency, adequate opportunity to carry out the purposes of the section 307(d) notice-and-comment rulemaking requirements. By this action, the EPA is making that determination. The EPA is, therefore, extending the deadline for acting on the petition from May 13, 2018, to no later than November 9, 2018.", 2018-09892,https://www.federalregister.gov/documents/2018/05/11/2018-09892/extension-of-deadline-for-action-on-the-section-126b-petition-from-new-york,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-09892.pdf,05/11/2018
Medicare Program; Durable Medical Equipment Fee Schedule Adjustments To Resume the Transitional 50/50 Blended Rates To Provide Relief in Rural Areas and Non-Contiguous Areas,Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This interim final rule with comment period makes technical amendments to the regulation to reflect the extension of the transition period from June 30, 2016 to December 31, 2016 that was mandated by the 21st Century Cures Act for phasing in fee schedule adjustments for certain durable medical equipment (DME) and enteral nutrition paid in areas not subject to the Durable Medical Equipment, Prosthetics, Orthotics, and Supplies (DMEPOS) Competitive Bidding Program (CBP). In addition, this interim final rule with comment period amends the regulation to resume the transition period's blended fee schedule rates for items furnished in rural areas and non-contiguous areas (Alaska, Hawaii, and United States territories) not subject to the CBP from June 1, 2018 through December 31, 2018. This interim final rule with comment period also makes technical amendments to existing regulations for DMEPOS items and services to reflect the exclusion of infusion drugs used with DME from the DMEPOS CBP.", 2018-10084,https://www.federalregister.gov/documents/2018/05/11/2018-10084/medicare-program-durable-medical-equipment-fee-schedule-adjustments-to-resume-the-transitional-5050,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-10084.pdf,05/11/2018
Patient Protection and Affordable Care Act; HHS Notice of Benefit and Payment Parameters for 2019; Correction,Rule,Health and Human Services Department,"This document corrects technical errors that appeared in the final rule published in the Federal Register on April 17, 2018 entitled ``Patient Protection and Affordable Care Act; HHS Notice of Benefit and Payment Parameters for 2019.''", 2018-10089,https://www.federalregister.gov/documents/2018/05/11/2018-10089/patient-protection-and-affordable-care-act-hhs-notice-of-benefit-and-payment-parameters-for-2019,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-10089.pdf,05/11/2018
Restoring Internet Freedom,Rule,Federal Communications Commission,"In this document, the Commission announces that the Office of Management and Budget (OMB) has approved, for a period of three years, the information collection associated with the Commission's Restoring Internet Freedom Declaratory Ruling, Report and Order, and Order (Order)'s transparency rule. This document is consistent with the Order, which stated that the Commission would publish a notice in the Federal Register announcing the effective date of the refinements to the transparency rule, the delayed amendatory instructions revising the Commission's rules consistent with the Order, and the Order, which among other things restore the classification of broadband internet access service as an information service, reinstate the private mobile service classification of mobile broadband internet access service, and eliminate the conduct rules imposed by the Title II Order.", 2018-10063,https://www.federalregister.gov/documents/2018/05/11/2018-10063/restoring-internet-freedom,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-10063.pdf,05/11/2018
Endangered and Threatened Wildlife and Plants; Reclassifying Echinocereus fendleri var. kuenzleri from Endangered to Threatened,Rule,Interior Department; Fish and Wildlife Service,"We, the U.S. Fish and Wildlife Service (Service), reclassify Echinocereus fendleri var. kuenzleri (Kuenzler hedgehog cactus) from endangered to threatened on the Federal List of Endangered and Threatened Plants under the authority of the Endangered Species Act of 1973, as amended (Act). This determination is based on a thorough review of the best available scientific and commercial information, which indicates that the threats to this plant have been reduced to the point that it no longer meets the definition of endangered under the Act, but that it is likely to become an endangered species within the foreseeable future.", 2018-10034,https://www.federalregister.gov/documents/2018/05/11/2018-10034/endangered-and-threatened-wildlife-and-plants-reclassifying-echinocereus-fendleri-var-kuenzleri-from,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-10034.pdf,05/11/2018
Atlantic Highly Migratory Species; Atlantic Bluefin Tuna Fisheries,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"NMFS is adjusting the Atlantic bluefin tuna (BFT) General category daily retention limit from the default limit of one large medium or giant BFT to three large medium or giant BFT for June 1 through August 31, 2018. This action is based on consideration of the regulatory determination criteria regarding inseason adjustments and applies to Atlantic Tunas General category (commercial) permitted vessels and Highly Migratory Species (HMS) Charter/Headboat category permitted vessels with a commercial sale endorsement when fishing commercially for BFT.", 2018-09960,https://www.federalregister.gov/documents/2018/05/11/2018-09960/atlantic-highly-migratory-species-atlantic-bluefin-tuna-fisheries,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-09960.pdf,05/11/2018
Pacific Island Fisheries; Closure of the 2018 Hawaii Shallow-Set Longline Fishery; Court Order,Rule,Commerce Department; National Oceanic and Atmospheric Administration,This final rule closes the Hawaii shallow-set pelagic longline fishery in compliance with an order of the U.S. District Court for the District of Hawaii., 2018-10096,https://www.federalregister.gov/documents/2018/05/11/2018-10096/pacific-island-fisheries-closure-of-the-2018-hawaii-shallow-set-longline-fishery-court-order,https://www.gpo.gov/fdsys/pkg/FR-2018-05-11/pdf/2018-10096.pdf,05/11/2018
Removal of Special Payments at Age 72,Rule,Social Security Administration,We are removing from the Code of Federal Regulations our ``Special Payments at Age 72'' rules because they are obsolete. We are removing these rules in accordance with the requirements of Executive Order (E.O.) 13777., 2018-09910,https://www.federalregister.gov/documents/2018/05/10/2018-09910/removal-of-special-payments-at-age-72,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09910.pdf,05/10/2018
Right-of-Way and Real Estate; Correction,Rule,Transportation Department; Federal Highway Administration,"This rule makes a technical correction to the regulations concerning right-of-way and real estate. The amendment contained herein makes no substantive change to the FHWA regulations, policies, or procedures. This rule updates the language to move a misplaced word.", 2018-09983,https://www.federalregister.gov/documents/2018/05/10/2018-09983/right-of-way-and-real-estate-correction,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09983.pdf,05/10/2018
"Drawbridge Operation Regulation; Sacramento River, Sacramento, CA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard has issued a temporary deviation from the operating schedule that governs the Tower Drawbridge across the Sacramento River, mile 59.0, at Sacramento, CA. The deviation is necessary to allow participants from the AMGEN Tour of California to cross the drawspan safely and without interruption. This deviation allows the bridge to remain in the closed-to-navigation position during the deviation period.", 2018-09938,https://www.federalregister.gov/documents/2018/05/10/2018-09938/drawbridge-operation-regulation-sacramento-river-sacramento-ca,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09938.pdf,05/10/2018
"Drawbridge Operation Regulation; Sacramento River, Isleton, CA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard has issued a temporary deviation from the operating schedule that governs the Isleton Drawbridge across the Sacramento River, mile 18.7, at Isleton, CA. The deviation is necessary to allow participants from the AMGEN Tour of California to cross the drawspan safely and without interruption. This deviation allows the bridge to remain in the closed-to-navigation position during the deviation period.", 2018-09937,https://www.federalregister.gov/documents/2018/05/10/2018-09937/drawbridge-operation-regulation-sacramento-river-isleton-ca,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09937.pdf,05/10/2018
"Drawbridge Operation Regulation; Reynolds Channel, Nassau County, NY",Rule,Homeland Security Department; Coast Guard,"The Coast Guard has issued a temporary deviation from the operating schedule that governs the Long Beach Bridge across Reynolds Channel, mile 4.7, at Nassau County, New York. This deviation is necessary in order to facilitate the ``Annual Fireworks Display'' and allows the bridge to remain in the closed position.", 2018-09942,https://www.federalregister.gov/documents/2018/05/10/2018-09942/drawbridge-operation-regulation-reynolds-channel-nassau-county-ny,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09942.pdf,05/10/2018
"Safety Zone; Ohio River Mile Marker 27.8 to Mile Marker 28.2, Vanport, PA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone for all navigable waters of the Ohio River from mile marker 27.8 to mile marker 28.2 near the Vanport Highway Bridge. The safety zone is needed to protect personnel, vessels, and the marine environment from potential hazards created by a cargo movement near the Vanport Highway Bridge in Vanport, PA. Entry of vessels or persons into this zone is prohibited unless authorized by the Captain of the Port Marine Safety Unit Pittsburgh or a designated representative.", 2018-09920,https://www.federalregister.gov/documents/2018/05/10/2018-09920/safety-zone-ohio-river-mile-marker-278-to-mile-marker-282-vanport-pa,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09920.pdf,05/10/2018
"Safety Zone; Grosse Pointe Farms Fireworks, Lake St. Clair, Grosse Pointe Farms, MI",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone for navigable waters within a 560-foot radius of a portion of Lake St. Clair, Grosse Pointe Farms, MI. This zone is necessary to protect spectators and vessels from potential hazards associated with the Grosse Pointe Farms Fireworks.", 2018-09935,https://www.federalregister.gov/documents/2018/05/10/2018-09935/safety-zone-grosse-pointe-farms-fireworks-lake-st-clair-grosse-pointe-farms-mi,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09935.pdf,05/10/2018
Safety Zones; Annual Events in the Captain of the Port Detroit Zone,Rule,Homeland Security Department; Coast Guard,"The Coast Guard will enforce various safety zones for annual marine events in the Captain of the Port Detroit zone from 8:30 p.m. on May 27, 2018 through 10:30 p.m. on September 2, 2018. Enforcement of these zones is necessary and intended to ensure safety of life on the navigable waters immediately prior to, during, and immediately after these fireworks events. During the aforementioned period, the Coast Guard will enforce restrictions upon, and control movement of, vessels in a specified area immediately prior to, during, and immediately after fireworks events. During each enforcement period, no person or vessel may enter the respective safety zone without permission of the Captain of the Port or his designated representative.", 2018-09932,https://www.federalregister.gov/documents/2018/05/10/2018-09932/safety-zones-annual-events-in-the-captain-of-the-port-detroit-zone,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09932.pdf,05/10/2018
"Safety Zone; Oregon Inlet, Dare County, NC",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is re-establishing and extending a temporary final rule that creates a temporary safety zone on the waters of Oregon in Dare County, NC. The duration of this safety zone is extended through June 15, 2018. This safety zone is needed to protect personnel, vessels, and the marine environment from the hazards associated with installing the navigation span and will restrict vessel traffic from the bridge's navigation span as it is under construction by preventing vessel traffic on a portion of Oregon Inlet. Entry of vessels or persons into this safety zone is prohibited.", 2018-09958,https://www.federalregister.gov/documents/2018/05/10/2018-09958/safety-zone-oregon-inlet-dare-county-nc,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09958.pdf,05/10/2018
Air Plan Approval; Ohio; Regional Haze Plan and Prong 4 (Visibility) for the 2006 and 2012 PM2.5,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is taking the following five actions: Approving the portion of Ohio's November 30, 2016 State Implementation Plan (SIP) submittal seeking to change from reliance on the Clean Air Interstate Rule (CAIR) to reliance on Cross-State Air Pollution Rule (CSAPR) for certain regional haze requirements; converting EPA's limited approval/limited disapproval of Ohio's March 11, 2011 regional haze SIP to a full approval; withdrawing the Federal Implementation Plan (FIP) provisions that address the limited disapproval; approving the visibility prong of Ohio's infrastructure SIP submittals for the 2012 annual and 2006 24-hour fine particulate matter (PM<INF>2.5</INF>), 2010 nitrogen dioxide (NO<INF>2</INF>), and 2010 sulfur dioxide (SO<INF>2</INF>) National Ambient Air Quality Standards (NAAQS); and converting EPA's disapproval of the visibility portion of Ohio's infrastructure SIP submittal for the 2008 ozone NAAQS to an approval.", 2018-09651,https://www.federalregister.gov/documents/2018/05/10/2018-09651/air-plan-approval-ohio-regional-haze-plan-and-prong-4-visibility-for-the-2006-and-2012-pm25,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09651.pdf,05/10/2018
Accelerating Wireline Broadband Deployment by Removing Barriers to Infrastructure Investment,Rule,Federal Communications Commission,"In this document, the Commission announces that the Office of Management and Budget (OMB) has approved, for a period of three years, the information collection associated with the Commission's pole attachment complaint rules. This document is consistent with the Accelerating Wireline Broadband Deployment by Removing Barriers to Infrastructure Investment Report and Order, Declaratory Ruling, and Further Notice of Proposed Rulemaking, FCC 17-154, which stated that the Commission would publish a document in the Federal Register announcing the effective date of those rules.", 2018-09970,https://www.federalregister.gov/documents/2018/05/10/2018-09970/accelerating-wireline-broadband-deployment-by-removing-barriers-to-infrastructure-investment,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09970.pdf,05/10/2018
Rural Call Completion,Rule,Federal Communications Commission,"In this document, the Commission reorients its existing rural call completion rules to better reflect strategies that have worked to reduce rural call completion problems while at the same time reducing the overall burden of its rules on providers. This Second Report and Order (Order) adopts a new rule requiring ``covered providers''-- entities that select the initial long-distance route for a large number of lines--to monitor the performance of the ``intermediate providers'' to which they hand off calls. The Order also eliminates the call completion reporting requirement for covered providers that was established by the Commission in 2013.", 2018-09969,https://www.federalregister.gov/documents/2018/05/10/2018-09969/rural-call-completion,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09969.pdf,05/10/2018
2018 Annual Determination To Implement the Sea Turtle Observer Requirement,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"The National Marine Fisheries Service (NMFS) publishes its final Annual Determination (AD) for 2018, pursuant to its authority under the Endangered Species Act (ESA). Through the AD, NMFS identifies U.S. fisheries operating in the Atlantic Ocean, Gulf of Mexico, and Pacific Ocean that will be required to take fisheries observers upon NMFS' request. The purpose of observing identified fisheries is to learn more about sea turtle interactions in a given fishery, evaluate measures to prevent or reduce sea turtle takes and to implement the prohibition against sea turtle takes. Fisheries identified on the 2018 AD (see Table 1) will be eligible to carry observers as of the effective date of this rulemaking, and will remain on the AD for a five-year period until December 31, 2022.", 2018-09957,https://www.federalregister.gov/documents/2018/05/10/2018-09957/2018-annual-determination-to-implement-the-sea-turtle-observer-requirement,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09957.pdf,05/10/2018
Atlantic Highly Migratory Species; Commercial Aggregated Large Coastal Shark and Hammerhead Shark Management Groups Retention Limit Adjustment,Rule,Commerce Department; National Oceanic and Atmospheric Administration,NMFS is adjusting the commercial aggregated large coastal shark (LCS) and hammerhead shark management group retention limit for directed shark limited access permit holders in the Atlantic region from 25 LCS other than sandbar sharks per vessel per trip to 3 LCS other than sandbar sharks per vessel per trip. This action is based on consideration of the regulatory determination criteria regarding inseason adjustments. The retention limit will remain at 3 LCS other than sandbar sharks per vessel per trip in the Atlantic region through the rest of the 2018 fishing season or until NMFS announces via a notice in the Federal Register another adjustment to the retention limit or a fishery closure is warranted. This retention limit adjustment will affect anyone with a directed shark limited access permit fishing for LCS in the Atlantic region., 2018-09945,https://www.federalregister.gov/documents/2018/05/10/2018-09945/atlantic-highly-migratory-species-commercial-aggregated-large-coastal-shark-and-hammerhead-shark,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-09945.pdf,05/10/2018
Schedules of Controlled Substances: Extension of Temporary Placement of beta-Hydroxythiofentanyl in Schedule I of the Controlled Substances Act,Rule,Justice Department; Drug Enforcement Administration,"The Acting Administrator of the Drug Enforcement Administration is issuing this temporary scheduling order to extend the temporary schedule I status of beta-hydroxythiofentanyl (N-[1-[2- hydroxy-2-(thiophen-2-yl)ethyl]piperidin-4-yl]-N-phenylpropionamide) also known as N-[1-[2-hydroxy-2-(2-thienyl)ethyl]-4-piperidinyl]-N- phenylpropanamide including its isomers, esters, ethers, salts and salts of isomers, esters and ethers. The schedule I status of beta- hydroxythiofentanyl currently is in effect through May 12, 2018. This temporary order will extend the temporary scheduling of beta- hydroxythiofentanyl for one year, or until the permanent scheduling action for this substance is completed, whichever occurs first.", 2018-10009,https://www.federalregister.gov/documents/2018/05/10/2018-10009/schedules-of-controlled-substances-extension-of-temporary-placement-of-beta-hydroxythiofentanyl-in,https://www.gpo.gov/fdsys/pkg/FR-2018-05-10/pdf/2018-10009.pdf,05/10/2018
Grapes Grown in a Designated Area of Southeastern California; Decreased Assessment Rate,Rule,Agriculture Department; Agricultural Marketing Service,"This rule implements a recommendation from the California Desert Grape Administrative Committee (Committee) to decrease the assessment rate established for the 2018 fiscal period for grapes grown in a designated area of southeastern California. The assessment rate will remain in effect indefinitely unless modified, suspended, or terminated.", 2018-09817,https://www.federalregister.gov/documents/2018/05/09/2018-09817/grapes-grown-in-a-designated-area-of-southeastern-california-decreased-assessment-rate,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09817.pdf,05/09/2018
Regulation A: Extensions of Credit by Federal Reserve Banks,Rule,Federal Reserve System,"The Board of Governors of the Federal Reserve System (Board) is adopting final amendments to its Regulation A to revise the provisions regarding the establishment of the primary credit rate in a financial emergency and to delete the provisions relating to the use of credit ratings for collateral for extensions of credit under the former Term Asset-Backed Securities Loan Facility (TALF). The final amendments are intended to allow the regulation to address circumstances in which the Federal Open Market Committee (FOMC) has established a target range for the federal funds rate rather than a single target rate, and to reflect the expiration of the TALF program.", 2018-09805,https://www.federalregister.gov/documents/2018/05/09/2018-09805/regulation-a-extensions-of-credit-by-federal-reserve-banks,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09805.pdf,05/09/2018
Airworthiness Directives; Rolls-Royce plc Turbojet Engines,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for Rolls- Royce plc (RR) Viper Mk. 601-22 turbojet engines. This AD requires removing the oil pump assembly, part number (P/N) V112027, and oil pressure filter, P/N V21264, from service and replacing them with parts eligible for installation. This AD was prompted by a report of an engine failure caused by installation of an incorrect oil filter. We are issuing this AD to correct the unsafe condition on these products.", 2018-09913,https://www.federalregister.gov/documents/2018/05/09/2018-09913/airworthiness-directives-rolls-royce-plc-turbojet-engines,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09913.pdf,05/09/2018
"Special Local Regulation; Wolf River Chute, Memphis, TN",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary special local regulation for all navigable waters of the Wolf River Chute in the vicinity of the Mud Island River Park near Memphis, TN. This action is necessary to protect spectators and vessels during the Duncan William Dragon Boat Races regatta. Entry of vessels or persons into this regulated area is prohibited unless authorized by the Captain of the Port Sector Lower Mississippi River (COTP) or a designated representative.", 2018-09908,https://www.federalregister.gov/documents/2018/05/09/2018-09908/special-local-regulation-wolf-river-chute-memphis-tn,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09908.pdf,05/09/2018
Approval and Promulgation of Implementation Plans; New Jersey; Motor Vehicle Enhanced Inspection and Maintenance Program,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is approving a request from New Jersey to revise its State Implementation Plan (SIP) to incorporate revisions to the motor vehicle enhanced inspection and maintenance (I/M) program. New Jersey has made several amendments to its I/M program and has requested that the SIP be revised to include these changes. EPA is approving New Jersey's amendments to its I/M program to discontinue idle tests on model years 1995 and older light duty gasoline vehicles, idle tests on heavy-duty gasoline vehicles and gas cap leak testing. In addition, heavy-duty gasoline vehicles equipped with on-board diagnostics (OBD) will be subject to OBD testing with this revision. The intended effect of this action is to maintain consistency between the State-adopted rules and the federally approved SIP.", 2018-09788,https://www.federalregister.gov/documents/2018/05/09/2018-09788/approval-and-promulgation-of-implementation-plans-new-jersey-motor-vehicle-enhanced-inspection-and,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09788.pdf,05/09/2018
Approval and Promulgation of Implementation Plans; Texas; Revisions to Permitting and Public Participation for Air Quality Permit Applications,Rule,Environmental Protection Agency,"Pursuant to the Federal Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is approving four revisions to the Texas State Implementation Plan (SIP) submitted on December 12, 2016 and February 21, 2017, specific to air quality permitting and public notice for air quality permit applications.", 2018-09755,https://www.federalregister.gov/documents/2018/05/09/2018-09755/approval-and-promulgation-of-implementation-plans-texas-revisions-to-permitting-and-public,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09755.pdf,05/09/2018
Accelerating Wireline Broadband Deployment by Removing Barriers to Infrastructure Investment,Rule,Federal Communications Commission,"In this document, the Commission announces that the Office of Management and Budget (OMB) has approved, for a period of three years, the information collection associated with the Commission's discontinuance rules. This document is consistent with the Accelerating Wireline Broadband Deployment by Removing Barriers to Infrastructure Investment Report and Order, Declaratory Ruling, and Further Notice of Proposed Rulemaking, FCC 17-154, which stated that the Commission would publish a document in the Federal Register announcing the effective date of those rules.", 2018-09874,https://www.federalregister.gov/documents/2018/05/09/2018-09874/accelerating-wireline-broadband-deployment-by-removing-barriers-to-infrastructure-investment,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09874.pdf,05/09/2018
Endangered and Threatened Wildlife and Plants: Final Rule To List the Taiwanese Humpback Dolphin as Endangered Under the Endangered Species Act,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"In response to a petition by Animal Welfare Institute, Center for Biological Diversity, and WildEarth Guardians, we, NMFS, are issuing a final rule to list the Taiwanese humpback dolphin (Sousa chinensis taiwanensis) as endangered under the Endangered Species Act (ESA). We have reviewed the status of the Taiwanese humpback dolphin, including efforts being made to protect the subspecies, and considered public comments submitted on the proposed listing rule as well as new information received since publication of the proposed rule. Based on all of this information, we have determined that the Taiwanese humpback dolphin warrants listing as an endangered subspecies. We will not designate critical habitat for this subspecies, because the geographical areas occupied by these dolphins are entirely outside U.S. jurisdiction, and we have not identified any unoccupied areas within U.S. jurisdiction that are currently essential to the conservation of the subspecies.", 2018-09890,https://www.federalregister.gov/documents/2018/05/09/2018-09890/endangered-and-threatened-wildlife-and-plants-final-rule-to-list-the-taiwanese-humpback-dolphin-as,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-09890.pdf,05/09/2018
Reform of Generator Interconnection Procedures and Agreements,Rule,Energy Department; Federal Energy Regulatory Commission,"In this final action, the Federal Energy Regulatory Commission (Commission) is amending the pro forma Large Generator Interconnection Procedures and the pro forma Large Generator Interconnection Agreement to improve certainty, promote more informed interconnection, and enhance interconnection processes. The reforms are intended to ensure that the generator interconnection process is just and reasonable and not unduly discriminatory or preferential.", 2018-08659,https://www.federalregister.gov/documents/2018/05/09/2018-08659/reform-of-generator-interconnection-procedures-and-agreements,https://www.gpo.gov/fdsys/pkg/FR-2018-05-09/pdf/2018-08659.pdf,05/09/2018
Airworthiness Directives; Textron Aviation Inc. Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are revising Airworthiness Directive (AD) 2018-03-03 for certain Textron Aviation Inc. Models 401, 401A, 401B, 402, 402A, 402B, 402C, 411, 411A, 414, 414A, 421, 421A, 421B, 421C, and 425 airplanes. AD 2018-03-03 required repetitively inspecting the left and the right forward lower carry through spar cap for cracks and replacing the carry through spar cap if cracks were found. This AD addresses the same unsafe condition and requires the same actions as AD 2018-03-03, but clarifies the compliance times for the initial inspection of the carry through spar cap. This AD was prompted by several reports of confusion in interpreting the compliance times for the initial inspection of the carry through spar cap. We are issuing this AD to eliminate confusion in interpreting the compliance times for this inspection.", 2018-09601,https://www.federalregister.gov/documents/2018/05/08/2018-09601/airworthiness-directives-textron-aviation-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-05-08/pdf/2018-09601.pdf,05/08/2018
"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",Rule,Transportation Department; Federal Aviation Administration,"This rule establishes, amends, suspends, or removes Standard Instrument Approach Procedures (SIAPs) and associated Takeoff Minimums and Obstacle Departure Procedures (ODPs) for operations at certain airports. These regulatory actions are needed because of the adoption of new or revised criteria, or because of changes occurring in the National Airspace System, such as the commissioning of new navigational facilities, adding new obstacles, or changing air traffic requirements. These changes are designed to provide safe and efficient use of the navigable airspace and to promote safe flight operations under instrument flight rules at the affected airports.", 2018-09566,https://www.federalregister.gov/documents/2018/05/08/2018-09566/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures,https://www.gpo.gov/fdsys/pkg/FR-2018-05-08/pdf/2018-09566.pdf,05/08/2018
