title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Drawbridge Operation Regulation; Chevron Oil Company Canal, Fourchon, LA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is removing the existing drawbridge operation regulation for the State Route (SR) 3090 Bridge, mile 0.05, across the Chevron Oil Company Canal, at Fourchon, Lafourche Parish, LA. The drawbridge was removed in May 7, 2018 and the operating regulation is no longer applicable or necessary.", 2018-17271,https://www.federalregister.gov/documents/2018/08/13/2018-17271/drawbridge-operation-regulation-chevron-oil-company-canal-fourchon-la,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17271.pdf,08/13/2018
"Safety Zone; Lower Mississippi River, Mile Markers 94 to 97 Above Head of Passes, New Orleans, LA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a permanent safety zone for the navigable waters of the Lower Mississippi River between mile marker (MM) 94 and MM 97, above Head of Passes. This action is necessary to provide for the safety of life on these navigable waters during firework displays. This regulation prohibits vessels from entering the safety zone before, during, and after the firework displays unless authorized by the Captain of the Port Sector New Orleans or a designated representative.", 2018-17263,https://www.federalregister.gov/documents/2018/08/13/2018-17263/safety-zone-lower-mississippi-river-mile-markers-94-to-97-above-head-of-passes-new-orleans-la,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17263.pdf,08/13/2018
"Safety Zone; Allegheny River, Miles 43.5 to 45.5, Kittanning, PA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone for all navigable waters of the Allegheny River, extending the entire width of the river, from mile marker (MM) 43.5 to MM 45.5. This safety zone is necessary to protect persons, property, and the marine environment from potential hazards associated with a boat race. Entry of persons or vessels into this zone is prohibited unless authorized by the Captain of the Port Marine Safety Unit Pittsburgh or a designated representative.", 2018-17262,https://www.federalregister.gov/documents/2018/08/13/2018-17262/safety-zone-allegheny-river-miles-435-to-455-kittanning-pa,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17262.pdf,08/13/2018
Automatic Burial Benefits for Previously Unestablished Surviving Spouses,Rule,Veterans Affairs Department,"This final rule amends the Department of Veterans Affairs (VA) regulation governing persons who may receive VA burial benefits on behalf of a deceased veteran. As amended, the regulation reflects VA's current policy of paying an automatic burial benefit to surviving spouses who were not established in VA systems as a veteran's spouse at the time of the veteran's death. The intended effect of this amendment is to ensure that a veteran's surviving spouse receives burial benefits to which he or she is entitled at the earliest possible time.", 2018-17274,https://www.federalregister.gov/documents/2018/08/13/2018-17274/automatic-burial-benefits-for-previously-unestablished-surviving-spouses,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17274.pdf,08/13/2018
"Air Plan Approval; Rhode Island; Control of Volatile Organic Compound Emissions, Control of Nitrogen Oxide Emissions, and Sulfur Content of Fuels",Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is approving a State Implementation Plan (SIP) revision submitted by the State of Rhode Island. This revision updates Rhode Island Air Pollution Control Regulations (APCRs) for volatile organic compound (VOC) emissions, nitrogen oxide (NO<INF>X</INF>) emissions, sulfur content in fuel requirements and associated general definitions. The intended effect of this action is to approve the revised regulations. This action is being taken under the Clean Air Act.", 2018-17246,https://www.federalregister.gov/documents/2018/08/13/2018-17246/air-plan-approval-rhode-island-control-of-volatile-organic-compound-emissions-control-of-nitrogen,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17246.pdf,08/13/2018
Air Plan Approval; Connecticut; 1997 8-Hour Ozone Attainment Demonstration,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is approving the ozone attainment demonstration portion of a State Implementation Plan (SIP) revision submitted by the State of Connecticut to meet the Clean Air Act (CAA) requirements for attaining the 1997 8-hour ozone national ambient air quality standard (NAAQS). The EPA is approving Connecticut's demonstration of attainment of the 1997 8-hour ozone NAAQS for the New York-Northern New Jersey-Long Island, NY-NJ-CT moderate 1997 8-hour ozone nonattainment area (hereafter, the NY-NJ-CT area or the NY-NJ-CT nonattainment area). In addition, the EPA is approving Connecticut's reasonably available control measures (RACM) analysis. This action is being taken under the Clean Air Act.", 2018-17245,https://www.federalregister.gov/documents/2018/08/13/2018-17245/air-plan-approval-connecticut-1997-8-hour-ozone-attainment-demonstration,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17245.pdf,08/13/2018
Air Plan Approval; Maine; Infrastructure Requirement for the 2010 Nitrogen Dioxide National Ambient Air Quality Standard,Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is approving a State Implementation Plan (SIP) revision submitted by the State of Maine. This revision addresses the interstate transport requirements of the Clean Air Act (CAA) with respect to the 2010 primary nitrogen dioxide (NO<INF>2</INF>) National Ambient Air Quality Standard (NAAQS). This action approves Maine's demonstration that the State is meeting its obligations regarding the interstate transport of NO<INF>2</INF> emissions into other states. This action is being taken under the CAA., 2018-17248,https://www.federalregister.gov/documents/2018/08/13/2018-17248/air-plan-approval-maine-infrastructure-requirement-for-the-2010-nitrogen-dioxide-national-ambient,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17248.pdf,08/13/2018
Endangered and Threatened Wildlife and Plants; Listing the Hyacinth Macaw,Rule,Interior Department; Fish and Wildlife Service,"We, the U.S. Fish and Wildlife Service, determine threatened species status under the Endangered Species Act of 1973 (Act), as amended, for the hyacinth macaw (Anodorhynchus hyacinthinus), a species that occurs almost exclusively in Brazil and marginally in Bolivia and Paraguay. This rule adds this species to the List of Endangered and Threatened Wildlife. We are also establishing a rule pursuant to section 4(d) of the Act to further provide for the conservation of the hyacinth macaw.", 2018-17319,https://www.federalregister.gov/documents/2018/08/13/2018-17319/endangered-and-threatened-wildlife-and-plants-listing-the-hyacinth-macaw,https://www.gpo.gov/fdsys/pkg/FR-2018-08-13/pdf/2018-17319.pdf,08/13/2018
Airworthiness Directives; Airbus SAS Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for certain Airbus SAS Model A318, A319, and A320 series airplanes, and Model A321- 111, -112, -131, -211, -212, -213, -231, -232, -251N, -253N, and -271N airplanes. This AD was prompted by a revision of an airworthiness limitations document that specifies more restrictive maintenance requirements and airworthiness limitations. This AD requires revising the maintenance or inspection program, as applicable, to incorporate the specified maintenance requirements and airworthiness limitations. We are issuing this AD to address the unsafe condition on these products.", 2018-16735,https://www.federalregister.gov/documents/2018/08/10/2018-16735/airworthiness-directives-airbus-sas-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-16735.pdf,08/10/2018
"Establishment of Class E Airspace; Freeport, PA",Rule,Transportation Department; Federal Aviation Administration,"This action establishes Class E airspace extending upward from 700 feet above the surface in Freeport, PA, to accommodate new area navigation (RNAV) global positioning system (GPS) standard instrument approach procedures serving McVille Airport. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at this airport.", 2018-17099,https://www.federalregister.gov/documents/2018/08/10/2018-17099/establishment-of-class-e-airspace-freeport-pa,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17099.pdf,08/10/2018
"Amendment of Class D and Class E Airspace; Biloxi, MS, and Gulfport, MS",Rule,Transportation Department; Federal Aviation Administration,"This action amends Class D airspace, and Class E surface airspace, in addition to removing the NOTAM part-time status from Class E airspace designated as an extension, and amending Class E airspace extending upward from 700 feet above the surface at Keesler Air Force Base (AFB), Biloxi, MS, and Gulfport-Biloxi International Airport, (formerly Gulfport-Biloxi Regional Airport), Gulfport, MS. The geographic coordinates for these airports and the Keesler TACAN navigation aid are adjusted in the associated Class D and E airspace to match the FAA's aeronautical database. Also, this action replaces the outdated term ``Airport/Facility Directory'' with the term ``Chart Supplement'' in the Class D and Class E surface area legal descriptions. This action enhances the safety and management of instrument flight rules (IFR) operations at these airports.", 2018-17088,https://www.federalregister.gov/documents/2018/08/10/2018-17088/amendment-of-class-d-and-class-e-airspace-biloxi-ms-and-gulfport-ms,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17088.pdf,08/10/2018
"Revocation of Class E Airspace; St Marys, GA",Rule,Transportation Department; Federal Aviation Administration,"This action removes Class E airspace extending upward from 700 feet above the surface at St Marys, GA, because St Marys Airport has closed, and controlled airspace is no longer required at this location.", 2018-17089,https://www.federalregister.gov/documents/2018/08/10/2018-17089/revocation-of-class-e-airspace-st-marys-ga,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17089.pdf,08/10/2018
"Amendment of Class E Airspace; Lansing, MI",Rule,Transportation Department; Federal Aviation Administration,"This action modifies Class E airspace extending upward from 700 feet above the surface at Capital Region International Airport, Lansing, MI. This action is the result of an airspace review due to the decommissioning of the Lansing VHF omnidirectional range (VOR) navigation aid as part of the VOR Minimum Operational Network (MON) Program. The geographic coordinates and name of the airport are also updated to coincide with the FAA's aeronautical database. An editorial change is also made to the airspace legal designation by removing the city from the airport name.", 2018-17100,https://www.federalregister.gov/documents/2018/08/10/2018-17100/amendment-of-class-e-airspace-lansing-mi,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17100.pdf,08/10/2018
"Public Information, Freedom of Information Act and Privacy Act Regulations",Rule,Commerce Department; Office of the Secretary,"This rule amends the Department of Commerce's (Department) regulations under the Freedom of Information Act (FOIA) and Privacy Act. The FOIA regulations are being revised to clarify, update and streamline the language of several procedural provisions, including methods for submitting FOIA requests and appeals and the time limits for filing an administrative appeal, and to incorporate certain changes brought about by the amendments to the FOIA under the FOIA Improvement Act of 2016. Additionally, the FOIA regulations are being updated to reflect developments in the case law.", 2018-17171,https://www.federalregister.gov/documents/2018/08/10/2018-17171/public-information-freedom-of-information-act-and-privacy-act-regulations,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17171.pdf,08/10/2018
"Special Local Regulation; Roanoke River, Plymouth, NC",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a special local regulation on the navigable waters of the Roanoke River in Plymouth, North Carolina. This special local regulation is intended to restrict vessel traffic on the Roanoke River during a high-speed boat race. The restriction of vessel traffic movement in the regulated area is intended to protect participants and spectators from the hazards posed by high-speed boat races. Entry of vessels or persons into this regulated area is prohibited unless specifically authorized by the Captain of the Port (COTP) North Carolina or a designated representative.", 2018-17222,https://www.federalregister.gov/documents/2018/08/10/2018-17222/special-local-regulation-roanoke-river-plymouth-nc,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17222.pdf,08/10/2018
"Safety Zone; Ski Show Sylvan Beach, Fish Creek, Oneida, NY",Rule,Homeland Security Department; Coast Guard,The Coast Guard is establishing a temporary safety zone for certain waters of Fish Creek during the Ski Show Sylvan Beach. This safety zone is intended to prohibit persons and vessels from a portion of Fish Creek during the Ski Show Sylvan Beach. This temporary safety zone is necessary to protect vessels and racers from the navigational hazards associated with the ski show., 2018-17181,https://www.federalregister.gov/documents/2018/08/10/2018-17181/safety-zone-ski-show-sylvan-beach-fish-creek-oneida-ny,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17181.pdf,08/10/2018
"Approval and Promulgation of Air Quality Implementation Plans; Pennsylvania; Adoption of Control Techniques Guidelines for Control of Volatile Organic Compound Emissions From Miscellaneous Metal Parts Surface Coating, Miscellaneous Plastic Parts Surface Coating, and Pleasure Craft Surface Coatings",Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is approving a revision to the Commonwealth of Pennsylvania's state implementation plan (SIP). The revision includes amendments to the Pennsylvania Department of Environmental Protection's (PADEP) regulations and addresses the requirement to adopt reasonably available control technology (RACT) for sources covered by EPA's control techniques guidelines (CTG) standards for the following categories: Miscellaneous metal parts surface coating, miscellaneous plastic parts surface coating, and pleasure craft surface coatings, as well as related cleaning activities. The SIP revision also amends regulations for graphic arts systems and mobile equipment repair and refinishing as well as making general administrative changes. This action is being taken under the Clean Air Act (CAA).", 2018-17078,https://www.federalregister.gov/documents/2018/08/10/2018-17078/approval-and-promulgation-of-air-quality-implementation-plans-pennsylvania-adoption-of-control,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17078.pdf,08/10/2018
Picoxystrobin; Pesticide Tolerances,Rule,Environmental Protection Agency,"This regulation establishes tolerances for residues of picoxystrobin in or on multiple commodities that are identified and discussed later in this document. E.I. DuPont De Nemours and Company requested these tolerances under the Federal Food, Drug, and Cosmetic Act (FFDCA).", 2018-17192,https://www.federalregister.gov/documents/2018/08/10/2018-17192/picoxystrobin-pesticide-tolerances,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17192.pdf,08/10/2018
Emergency Alert System; Wireless Emergency Alerts,Rule,Federal Communications Commission,"In this document, the Federal Communications Commission (FCC or Commission) adopts changes to its rules governing the Emergency Alert System (EAS) to facilitate ``Live Code Tests'' of the EAS; permit use of the EAS Attention Signal and EAS Header Code tones in Public Service Announcements; implement certain alert authentication and validation procedures; and require reporting of false alerts.", 2018-17096,https://www.federalregister.gov/documents/2018/08/10/2018-17096/emergency-alert-system-wireless-emergency-alerts,https://www.gpo.gov/fdsys/pkg/FR-2018-08-10/pdf/2018-17096.pdf,08/10/2018
Repeal of Federal Housing Finance Board Regulations; Technical Amendments to FHFA Regulations,Rule,Federal Housing Finance Board; Federal Housing Finance Agency,"The Federal Housing Finance Agency (FHFA) is repealing two parts of the Federal Housing Finance Board (Finance Board) regulations, which define terms used in Finance Board regulations, and which describe the process by which the Finance Board conducted its monthly interest rate survey (MIRS). The repealed definitions are either obsolete or duplicate definitions that FHFA has previously adopted. The regulation relating to the MIRS has become outdated because it does not accurately describe the manner in which FHFA currently conducts the survey. Although FHFA intends to continue to conduct the MIRS in the same manner as it is doing presently, there is no need to carry over this provision into its own regulations. This final rule also repeals a number of subchapters of the Finance Board regulations that it had previously reserved, but which no longer serve any purpose because they include no regulatory text, corrects inaccurate cross-references in regulations described in this rulemaking, and amends a table to update information relating to information collections under the Paperwork Reduction Act.", 2018-16972,https://www.federalregister.gov/documents/2018/08/09/2018-16972/repeal-of-federal-housing-finance-board-regulations-technical-amendments-to-fhfa-regulations,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-16972.pdf,08/09/2018
Airworthiness Directives; Airbus SAS Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for all Airbus SAS Model A318-111 and -112 airplanes, Model A319-111, -112, - 113, -114, and -115 airplanes, Model A320-211, -212, -214, and -216 airplanes, and Model A321-111, -112, -211, -212, and -213 airplanes. This AD was prompted by a report of a production quality deficiency on the inner retainer installed on link assemblies of the aft engine mount, which could result in failure of the retainer. This AD requires modifying and re-identifying the aft engine mount assemblies. We are issuing this AD to address the unsafe condition on these products.", 2018-16504,https://www.federalregister.gov/documents/2018/08/09/2018-16504/airworthiness-directives-airbus-sas-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-16504.pdf,08/09/2018
Partnership Representative Under the Centralized Partnership Audit Regime and Election To Apply the Centralized Partnership Audit Regime,Rule,Treasury Department; Internal Revenue Service,"This document contains final regulations regarding the designation and authority of the partnership representative under the centralized partnership audit regime, which was enacted into law on November 2, 2015 by section 1101 of the Bipartisan Budget Act of 2015 (BBA). These final regulations affect partnerships for taxable years beginning after December 31, 2017. This document also contains final regulations and removes temporary regulations regarding the election to apply the centralized partnership audit regime to partnership taxable years beginning after November 2, 2015 and before January 1, 2018 under section 1101(g)(4) of the BBA. These final regulations affect partnerships for taxable years beginning after November 2, 2015 and before January 1, 2018.", 2018-17002,https://www.federalregister.gov/documents/2018/08/09/2018-17002/partnership-representative-under-the-centralized-partnership-audit-regime-and-election-to-apply-the,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-17002.pdf,08/09/2018
Limited Extension of Select Compliance Dates for Occupational Exposure to Beryllium in General Industry,Rule,Labor Department; Occupational Safety and Health Administration,"With this final rule, OSHA is extending the compliance date for certain ancillary requirements of the general industry beryllium standard to December 12, 2018. This standard protects workers from the hazards of beryllium exposure. OSHA has determined that this final rule will maintain essential safety and health protections for workers while OSHA prepares a Notice of Proposed Rulemaking (NPRM) to clarify specific provisions of the beryllium standard in accordance with a settlement agreement entered into with stakeholders. The December 12, 2018, compliance date affects only certain ancillary provisions, i.e., methods of compliance, beryllium work areas, regulated areas, personal protective clothing and equipment, hygiene areas and practices, housekeeping, communication of hazards, and recordkeeping.", 2018-17106,https://www.federalregister.gov/documents/2018/08/09/2018-17106/limited-extension-of-select-compliance-dates-for-occupational-exposure-to-beryllium-in-general,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-17106.pdf,08/09/2018
"Drawbridge Operation Regulation; Delaware River, Burlington, NJ and Bristol, PA",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is canceling the temporary deviation from the operating schedule that governs the SR 413/Burlington-Bristol bridge, which carries SR 413 across the Delaware River, mile 117.8, between Burlington, NJ and Bristol, PA. The cancellation of the deviation is necessary to remove operational restrictions placed on the bridge not utilized to facilitate bridge maintenance.", 2018-16845,https://www.federalregister.gov/documents/2018/08/09/2018-16845/drawbridge-operation-regulation-delaware-river-burlington-nj-and-bristol-pa,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-16845.pdf,08/09/2018
Safety Zones; Annual Events Requiring Safety Zones in the Captain of the Port Lake Michigan Zone-Milwaukee Open Water Swim,Rule,Homeland Security Department; Coast Guard,"The Coast Guard will enforce the safety zone on the Milwaukee River, between the I-794 overpass to where the Milwaukee River and Kinnickinnic River meet in Milwaukee, WI for the Milwaukee Open Water Swim on August 11, 2018 to provide for the safety of life on navigable waterways during the event. During the enforcement periods, the operator of any vessel in the regulated area must comply with directions from the Patrol Commander or any Official Patrol displaying a Coast Guard ensign. During the enforcement period, vessels and persons are prohibited from transiting through, mooring, or anchoring within this safety zone without approval from the Captain of the Port Lake Michigan or his or her designated representative.", 2018-17075,https://www.federalregister.gov/documents/2018/08/09/2018-17075/safety-zones-annual-events-requiring-safety-zones-in-the-captain-of-the-port-lake-michigan,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-17075.pdf,08/09/2018
"Safety Zone; Lake Michigan, Whiting, Indiana",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone on Lake Michigan in the vicinity of Whiting, Indiana. This zone is necessary to protect spectators and vessels from potential hazards associated with a competition involving motorized personal watercraft. Entry of vessels or persons into this zone is prohibited unless specifically authorized by the Captain of the Port Lake Michigan.", 2018-17074,https://www.federalregister.gov/documents/2018/08/09/2018-17074/safety-zone-lake-michigan-whiting-indiana,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-17074.pdf,08/09/2018
"Safety Zones; Discovery World Fireworks, Milwaukee Harbor, Milwaukee, WI",Rule,Homeland Security Department; Coast Guard,"The Coast Guard is establishing a temporary safety zone on Lake Michigan in the Milwaukee Harbor, Milwaukee, WI, for all navigable waters within a 100-yard radius of 43[deg]01.980' N, 087[deg]53.580 W. This action is necessary to protect spectators, mariners, vessels, and property from potential hazards associated with a fireworks display. Entry of vessels or persons into this zone is prohibited unless specifically authorized by the Captain of the Port Lake Michigan or a designated representative.", 2018-17069,https://www.federalregister.gov/documents/2018/08/09/2018-17069/safety-zones-discovery-world-fireworks-milwaukee-harbor-milwaukee-wi,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-17069.pdf,08/09/2018
"Approval and Promulgation of Air Quality Implementation Plans; Maryland; 2011 Base Year Inventory for the 2008 8-Hour Ozone National Ambient Air Quality Standard for the Baltimore, Maryland Nonattainment Area",Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is approving a state implementation plan (SIP) revision for the 2011 base year inventory for the Baltimore, Maryland moderate nonattainment area for the 2008 8-hour ozone national ambient air quality standard (NAAQS). The State of Maryland submitted the emission inventory through the Maryland Department of the Environment (MDE) to meet the nonattainment requirements for moderate ozone nonattainment areas for the 2008 8-hour ozone NAAQS. EPA is approving the 2011 base year emissions inventory for the 2008 8-hour ozone NAAQS as a revision to the Maryland state implementation plan (SIP) in accordance with the requirements of the Clean Air Act (CAA).", 2018-16992,https://www.federalregister.gov/documents/2018/08/09/2018-16992/approval-and-promulgation-of-air-quality-implementation-plans-maryland-2011-base-year-inventory-for,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-16992.pdf,08/09/2018
Air Quality Designations for the 2012 Primary Annual Fine Particle (PM2.5,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is establishing initial air quality designations for the 2012 primary annual fine particle (PM<INF>2.5</INF>) National Ambient Air Quality Standard (NAAQS) for the remaining undesignated areas in the state of Florida. When the EPA designated the majority of areas in the country for this NAAQS in December 2014 and March 2015, the EPA deferred initial area designations for certain areas, including all of the Florida, because the EPA could not determine using available data whether the areas were meeting or not meeting the NAAQS. In August 2016, the EPA designated most of the state of Florida (62 of 67 counties). Following the August 2016 designation action, two areas (five counties) in Florida remained undesignated. The EPA could not determine at that time whether the areas were meeting or not meeting the NAAQS. Florida has now submitted complete, quality-assured, and certified air quality monitoring data for the period 2015-2017 for the areas identified in this action. Based on these data, the EPA is designating the remaining five counties as unclassifiable/attainment for the 2012 primary annual PM<INF>2.5</INF> NAAQS.", 2018-17080,https://www.federalregister.gov/documents/2018/08/09/2018-17080/air-quality-designations-for-the-2012-primary-annual-fine-particle-pm25,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-17080.pdf,08/09/2018
Cerevisane (Cell Walls of Saccharomyces cerevisiae Strain LAS117); Exemption From the Requirement of a Tolerance,Rule,Environmental Protection Agency,"This regulation establishes an exemption from the requirement of a tolerance for cerevisane (cell walls of Saccharomyces cerevisiae strain LAS117) in or on all food commodities when used in accordance with label directions and good agricultural practices. Lesaffre Yeast Corporation submitted a petition to EPA under the Federal Food, Drug, and Cosmetic Act (FFDCA) requesting an exemption from the requirement of a tolerance. This regulation eliminates the need to establish a maximum permissible level for residues of cerevisane (cell walls of Saccharomyces cerevisiae strain LAS117) under FFDCA.", 2018-17081,https://www.federalregister.gov/documents/2018/08/09/2018-17081/cerevisane-cell-walls-of-saccharomyces-cerevisiae-strain-las117-exemption-from-the-requirement-of-a,https://www.gpo.gov/fdsys/pkg/FR-2018-08-09/pdf/2018-17081.pdf,08/09/2018
"Airworthiness Directives; Safran Helicopter Engines, S.A., Turboshaft Engines",Rule,Transportation Department; Federal Aviation Administration,"We are superseding Airworthiness Directive (AD) 2012-03-11 for all Safran Helicopter Engines, S.A., Arriel 2B and 2B1 turboshaft engines. AD 2012-03-11 required checking the transmissible torque between the low-pressure (LP) pump impeller and the high-pressure (HP) pump shaft on the HP/LP pump and metering valve assembly, hereafter referred to as the hydro-mechanical metering unit (HMU). Since we issued AD 2012-03-11, the manufacturer determined that incorporating Modification TU 178 is a more effective method to reduce the risk of uncoupling between the LP fuel pump impeller and the HP fuel pump shaft than the prior Modification TU 147. This AD requires inspection and possible replacement of the HMU. This AD was prompted by three cases of uncoupling of the HMU LP fuel pump impeller and the HP fuel pump shaft since AD 2012-03-11 was issued. We are issuing this AD to address the unsafe condition on these products.", 2018-16652,https://www.federalregister.gov/documents/2018/08/08/2018-16652/airworthiness-directives-safran-helicopter-engines-sa-turboshaft-engines,https://www.gpo.gov/fdsys/pkg/FR-2018-08-08/pdf/2018-16652.pdf,08/08/2018
Airworthiness Directives; Airbus SAS Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for all Airbus SAS Model A319-133 airplanes and Model A321-232 airplanes. This AD requires modification and re-identification, or replacement, of certain engine fan cowl doors (FCDs) and installation of a placard in the flight deck. This AD was prompted by reports of in-service engine FCD losses, and the development of a new FCD front latch and keeper assembly that addresses this unsafe condition. We are issuing this AD to address the unsafe condition on these products.", 2018-16576,https://www.federalregister.gov/documents/2018/08/08/2018-16576/airworthiness-directives-airbus-sas-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-08-08/pdf/2018-16576.pdf,08/08/2018
Airworthiness Directives; The Boeing Company Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for certain The Boeing Company Model 747-100, -100B, -100B SUD, -200B, -200C, - 200F, -300, -400, -400D, 747SP, and 747SR, and 747-8 series airplanes. This AD was prompted by reports indicating that additional areas of Boeing Material Specification (BMS) 8-39 flexible urethane foam were found during an inspection required by a related AD. This AD requires inspecting for BMS 8-39 flexible urethane foam insulation in the floor panel assemblies and the power drive unit (PDU) cover assemblies, doing applicable on-condition actions, modifying certain dripshields, and replacing BMS 8-39 foam strips on certain dripshields with BMS 8-371 foam strips. We are issuing this AD to address the unsafe condition on these products.", 2018-16509,https://www.federalregister.gov/documents/2018/08/08/2018-16509/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-08-08/pdf/2018-16509.pdf,08/08/2018
Airworthiness Directives; Airbus Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for certain Airbus Model A319 and A320 series airplanes; and A321-111, -112, -131, -211, -212, -213, -231, and -232 airplanes. This AD was prompted by reports of battery retaining rod failures due to quality defects of the material used during parts manufacturing. This AD requires a detailed inspection of the battery support assemblies to identify the battery retaining rod manufacturer, replacement of the battery retaining rods with serviceable battery retaining rods if necessary, and the addition of the applicable service information label on each battery retaining rod if necessary. We are issuing this AD to address the unsafe condition on these products.", 2018-16736,https://www.federalregister.gov/documents/2018/08/08/2018-16736/airworthiness-directives-airbus-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-08-08/pdf/2018-16736.pdf,08/08/2018
Interstate and Intrastate Natural Gas Pipelines; Rate Changes Relating to Federal Income Tax Rate; American Forest & Paper Association,Rule,Energy Department; Federal Energy Regulatory Commission,"", C1-2018-15786,https://www.federalregister.gov/documents/2018/08/08/C1-2018-15786/interstate-and-intrastate-natural-gas-pipelines-rate-changes-relating-to-federal-income-tax-rate,https://www.gpo.gov/fdsys/pkg/FR-2018-08-08/pdf/C1-2018-15786.pdf,08/08/2018
Air Plan Approval; Arkansas,Rule,Environmental Protection Agency,"Pursuant to the Federal Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is approving portions of the revisions to the Arkansas State Implementation Plan (SIP) submitted by the Arkansas Department of Environmental Quality (ADEQ) on March 24, 2017. Most of the revisions are administrative in nature and make the SIP current with Federal rules. The EPA is also making ministerial changes to the Code of Federal Register (CFR) to reflect SIP actions pertaining to the Arkansas Prevention of Significant Deterioration (PSD) program.", 2018-16904,https://www.federalregister.gov/documents/2018/08/08/2018-16904/air-plan-approval-arkansas,https://www.gpo.gov/fdsys/pkg/FR-2018-08-08/pdf/2018-16904.pdf,08/08/2018
Approval and Promulgation of Air Quality Implementation Plans; Delaware; Interstate Transport Requirements for the 2012 Fine Particulate Matter Standard; Correction,Rule,Environmental Protection Agency,This document corrects an error in the amendatory language of a final rule pertaining to EPA's approval of a state implementation plan (SIP) revision submitted by Delaware to address the infrastructure requirements for interstate transport of pollution with respect to the 2012 fine particulate (PM<INF>2.5</INF>) national ambient air quality standards (NAAQS)., 2018-16878,https://www.federalregister.gov/documents/2018/08/08/2018-16878/approval-and-promulgation-of-air-quality-implementation-plans-delaware-interstate-transport,https://www.gpo.gov/fdsys/pkg/FR-2018-08-08/pdf/2018-16878.pdf,08/08/2018
