title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Short-Term, Limited-Duration Insurance",Proposed Rule,Treasury Department; Internal Revenue Service; Labor Department; Employee Benefits Security Administration; Health and Human Services Department,"This rule contains proposals amending the definition of short- term, limited-duration insurance for purposes of its exclusion from the definition of individual health insurance coverage. This action is being taken to lengthen the maximum period of short-term, limited- duration insurance, which will provide more affordable consumer choice for health coverage.", 2018-03208,https://www.federalregister.gov/documents/2018/02/21/2018-03208/short-term-limited-duration-insurance,https://www.gpo.gov/fdsys/pkg/FR-2018-02-21/pdf/2018-03208.pdf,02/21/2018
"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Reef Fish Fishery of the Gulf of Mexico; Amendment 36A",Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"The Gulf of Mexico (Gulf) Fishery Management Council (Council) has submitted Amendment 36A to the Fishery Management Plan for the Reef Fish Resources of the Gulf of Mexico (Reef Fish FMP) for review, approval, and implementation by NMFS. Amendment 36A would require owners or operators of federally permitted commercial Gulf reef fish vessels landing any commercially caught, federally managed reef fish from the Gulf to provide notification prior to landing and to land at approved locations; require shares of red snapper individual fishing quota (IFQ) (RS-IFQ) program and groupers and tilefishes IFQ (GT-IFQ) program from non-activated accounts to be returned to NMFS for redistribution; and allow NMFS to hold back a portion of IFQ allocation at the start of the fishing year in anticipation of a commercial quota reduction. The purpose of Amendment 36A is to improve compliance and increase management flexibility in the RS-IFQ and GT-IFQ programs, and increase the likelihood of achieving optimum yield (OY) for reef fish stocks managed under these programs.", 2018-03463,https://www.federalregister.gov/documents/2018/02/21/2018-03463/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,https://www.gpo.gov/fdsys/pkg/FR-2018-02-21/pdf/2018-03463.pdf,02/21/2018
Airworthiness Directives; Airbus Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to supersede Airworthiness Directive (AD) 2017-07- 07, for certain Airbus Model A330-200, A330-300, A340-200, and A340-300 series airplanes. AD 2017-07-07 requires repetitive inspections of certain fastener holes, and related investigative and corrective actions if necessary. Since we issued AD 2017-07-07, we have determined that certain other airplanes could also be affected by the unsafe condition specified in AD 2017-07-07. This proposed AD would retain the requirements of AD 2017-07-07 and expand the applicability. We are proposing this AD to address the unsafe condition on these products.", 2018-03212,https://www.federalregister.gov/documents/2018/02/20/2018-03212/airworthiness-directives-airbus-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03212.pdf,02/20/2018
Regulatory Review Schedule,Proposed Rule,Federal Trade Commission,"As part of its ongoing, systematic review of all Federal Trade Commission rules and guides, the Commission announces a modified ten- year regulatory review schedule. No Commission determination on the need for, or the substance of, the rules and guides listed below should be inferred from this notice.", 2018-03395,https://www.federalregister.gov/documents/2018/02/20/2018-03395/regulatory-review-schedule,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03395.pdf,02/20/2018
Petition for Rulemaking of Airlines for America and the National Propane Gas Association; Comment Request,Proposed Rule,Energy Department; Federal Energy Regulatory Commission,"Take notice that on February 1, 2018, pursuant to the Federal Energy Regulatory Commission's (Commission) Rules of Practice and Procedure, Airlines for America and the National Propane Gas Association submit this Petition for Rulemaking (Petition), and respectfully request that the Commission issue a Notice of Proposed Rulemaking expanding its affiliate Standards of Conduct for Transmission Providers regulations to the crude oil, natural gas liquid, and petroleum product pipeline industry, as more fully explained in the petition.", 2018-03249,https://www.federalregister.gov/documents/2018/02/20/2018-03249/petition-for-rulemaking-of-airlines-for-america-and-the-national-propane-gas-association-comment,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03249.pdf,02/20/2018
Nicotine Steering Committee; Establishment of a Public Docket; Request for Comments,Proposed Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or Agency) is establishing a public docket to receive suggestions, recommendations, and comments on topics or policy issues for consideration by FDA's Nicotine Steering Committee (NSC). FDA would like to receive feedback from interested parties, including academic institutions, regulated industries, patient representatives, and other interested organizations. These comments will help the Agency identify and address priorities related to the use of therapeutic nicotine for combustible tobacco product cessation.", 2018-03341,https://www.federalregister.gov/documents/2018/02/20/2018-03341/nicotine-steering-committee-establishment-of-a-public-docket-request-for-comments,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03341.pdf,02/20/2018
Approval and Promulgation of Air Quality Implementation Plans; Maryland; Emissions Statement Requirement for the 2008 Ozone Standard,Proposed Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is proposing to approve a state implementation plan (SIP) revision submitted by the State of Maryland. This revision fulfills Maryland's emissions statement requirement for the 2008 ozone national ambient air quality standard (NAAQS). This action is being taken under the Clean Air Act (CAA)., 2018-03416,https://www.federalregister.gov/documents/2018/02/20/2018-03416/approval-and-promulgation-of-air-quality-implementation-plans-maryland-emissions-statement,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03416.pdf,02/20/2018
Clean Water Act Coverage of “Discharges of Pollutants” via a Direct Hydrologic Connection to Surface Water,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is requesting comment on the Agency's previous statements regarding the Clean Water Act (CWA) and whether pollutant discharges from point sources that reach jurisdictional surface waters via groundwater or other subsurface flow that has a direct hydrologic connection to the jurisdictional surface water may be subject to CWA regulation. EPA is requesting comment on whether the Agency should consider clarification or revision of those statements and if so, comment on how clarification or revision should be provided.", 2018-03407,https://www.federalregister.gov/documents/2018/02/20/2018-03407/clean-water-act-coverage-of-discharges-of-pollutants-via-a-direct-hydrologic-connection-to-surface,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03407.pdf,02/20/2018
Oklahoma: Approval of Coal Combustion Residuals State Permit Program; Extension of Comment Period,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA or the Agency) is extending the comment period on EPA's proposal to approve Oklahoma's Coal Combustion Residuals (CCR) State Permit Program. The notice announcing this proposed approval was published on January 16, 2018, and the public comment period was scheduled to end on March 2, 2018. However, a number of public interest groups have requested additional time to review Oklahoma's application for a CCR State Permit Program and to develop and submit comments. Therefore, in response to the request for additional time, EPA is extending the comment period, so that comments are now due on or before March 19, 2018.", 2018-03274,https://www.federalregister.gov/documents/2018/02/20/2018-03274/oklahoma-approval-of-coal-combustion-residuals-state-permit-program-extension-of-comment-period,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03274.pdf,02/20/2018
Fisheries of the Northeastern United States; Northern Gulf of Maine Measures in Framework Adjustment 29 to the Atlantic Sea Scallop Fishery Management Plan,Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,NMFS proposes some of the measures included in Framework Adjustment 29 to the Atlantic Sea Scallop Fishery Management Plan that establish scallop specifications and other measures for the Northern Gulf of Maine scallop management area for fishing years 2018 and 2019. This action is necessary to prevent overfishing and improve both yield- per-recruit and the overall management of the Atlantic sea scallop resource in the Northern Gulf of Maine. The intended effect of this rule is to notify the public of these proposed measures and to solicit comment on the potential scallop fishery management changes., 2018-03319,https://www.federalregister.gov/documents/2018/02/20/2018-03319/fisheries-of-the-northeastern-united-states-northern-gulf-of-maine-measures-in-framework-adjustment,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03319.pdf,02/20/2018
Non-Public Information,Proposed Rule,Postal Regulatory Commission,"The Commission is proposing to amend its existing rules relating to non-public materials. The proposed rules ensure appropriate transmission and protection of non-public materials, maintain appropriate transparency, and modernize practice before the Commission. The Commission invites public comment on the proposed rules.", 2018-03287,https://www.federalregister.gov/documents/2018/02/20/2018-03287/non-public-information,https://www.gpo.gov/fdsys/pkg/FR-2018-02-20/pdf/2018-03287.pdf,02/20/2018
Airworthiness Directives; The Boeing Company Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to adopt a new airworthiness directive (AD) for certain The Boeing Company Model 757 airplanes. This proposed AD was prompted by reports of bolt rotation in the engine drag fitting joint and fasteners heads; an inspection of the fastener holes revealed that cracks were found in the skin on two airplanes. This proposed AD would require repetitive inspections for skin cracking and shim migration at the upper link drag fittings, diagonal brace cracking, and fastener looseness; and applicable on-condition actions. We are proposing this AD to address the unsafe condition on these products.", 2018-03213,https://www.federalregister.gov/documents/2018/02/16/2018-03213/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-02-16/pdf/2018-03213.pdf,02/16/2018
"Proposal of Special Measure Against ABLV Bank, AS as a Financial Institution of Primary Money Laundering Concern",Proposed Rule,Treasury Department; Financial Crimes Enforcement Network,"FinCEN is issuing a notice of proposed rulemaking (NPRM), pursuant to Section 311 of the USA PATRIOT Act, to prohibit the opening or maintaining of a correspondent account in the United States for, or on behalf of, ABLV Bank, AS.", 2018-03214,https://www.federalregister.gov/documents/2018/02/16/2018-03214/proposal-of-special-measure-against-ablv-bank-as-as-a-financial-institution-of-primary-money,https://www.gpo.gov/fdsys/pkg/FR-2018-02-16/pdf/2018-03214.pdf,02/16/2018
"Safety Zone; Cape Fear River, Wilmington, NC",Proposed Rule,Homeland Security Department; Coast Guard,"The Coast Guard proposes to establish a temporary safety zone on the navigable waters of the Cape Fear River in New Hanover County, North Carolina. This temporary safety zone is intended to restrict vessel traffic on the Cape Fear River while a vessel prepares for and actively off-loads two new Post-Panamax gantry cranes to the North Carolina State Port Authority in Wilmington, North Carolina. This action is intended to restrict vessel traffic on the Cape Fear River to protect mariners and vessels from the hazards associated with off- loading the two gantry cranes. Entry of vessels or persons into this safety zone is prohibited unless specifically authorized by the Captain of the Port (COTP) North Carolina or a designated representative. This proposed rule is a follow-up action to a proposed rule that can be found in docket number USCG-2017-0965. We invite your comments on this proposed rulemaking.", 2018-03267,https://www.federalregister.gov/documents/2018/02/16/2018-03267/safety-zone-cape-fear-river-wilmington-nc,https://www.gpo.gov/fdsys/pkg/FR-2018-02-16/pdf/2018-03267.pdf,02/16/2018
"Air Plan Approval; Douglas, Arizona; Second 10-Year Sulfur Dioxide Maintenance Plan",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve, as part of the State Implementation Plan (SIP) for the State of Arizona, the second 10-year maintenance plan for the Douglas maintenance area for the 1971 National Ambient Air Quality Standards (NAAQS or ``standards'') for sulfur dioxide (SO<INF>2</INF>).", 2018-03270,https://www.federalregister.gov/documents/2018/02/16/2018-03270/air-plan-approval-douglas-arizona-second-10-year-sulfur-dioxide-maintenance-plan,https://www.gpo.gov/fdsys/pkg/FR-2018-02-16/pdf/2018-03270.pdf,02/16/2018
Approval and Promulgation of State Implementation Plans; Alaska; Regional Haze Progress Report,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve a revision to the Alaska Regional Haze State Implementation Plan (SIP), submitted by the State of Alaska on March 10, 2016. Alaska submitted its Regional Haze Progress Report (``progress report'' or ``report'') and a negative declaration stating that further revision of the existing regional haze SIP is not needed at this time. Alaska submitted both the progress report and the negative declaration in the form of implementation plan revisions as required by federal regulations. The progress report addresses the federal Regional Haze Rule (RHR) requirements under the Clean Air Act (CAA) to submit a report describing progress in achieving reasonable progress goals (RPGs) established for regional haze and a determination of the adequacy of the state's existing plan addressing regional haze. We are also proposing to approve minor updates to the Enhanced Smoke Management Plan, Long-Term Strategy, and Commitment to Future 308 Plan Revision sections of the regional haze SIP, submitted concurrently with the progress report.", 2018-03269,https://www.federalregister.gov/documents/2018/02/16/2018-03269/approval-and-promulgation-of-state-implementation-plans-alaska-regional-haze-progress-report,https://www.gpo.gov/fdsys/pkg/FR-2018-02-16/pdf/2018-03269.pdf,02/16/2018
"Cranberries Grown in States of Massachusetts, et al.; Establishment of Handler Diversion and Reporting Requirements and New Information Collection",Proposed Rule,Agriculture Department; Agricultural Marketing Service,This proposed rule invites comments on the establishment of handler diversion and reporting requirements as recommended by the Cranberry Marketing Committee (Committee). This proposal would establish the procedures handlers would use to divert fruit through disposal or into noncompetitive outlets. The reporting requirements would support the diversion procedures by providing the necessary documentation to help ensure compliance when a volume regulation is established. This proposal also announces the Agricultural Marketing Service's (AMS) intention to request approval from the Office of Management and Budget (OMB) of a new information collection., 2018-02441,https://www.federalregister.gov/documents/2018/02/15/2018-02441/cranberries-grown-in-states-of-massachusetts-et-al-establishment-of-handler-diversion-and-reporting,https://www.gpo.gov/fdsys/pkg/FR-2018-02-15/pdf/2018-02441.pdf,02/15/2018
Eliminating Unnecessary Tax Regulations,Proposed Rule,Treasury Department; Internal Revenue Service,"Pursuant to the policies stated in Executive Orders 13777 and 13789 (the executive orders), the Treasury Department and the IRS conducted a review of existing regulations, with the goal of reducing regulatory burden for taxpayers by revoking or revising existing tax regulations that meet the criteria set forth in the executive orders. This notice of proposed rulemaking proposes to streamline IRS regulations by removing 298 regulations that are no longer necessary because they do not have any current or future applicability under the Internal Revenue Code (Code) and by amending 79 regulations to reflect the proposed removal of the 298 regulations. The proposed removal and amendment of these regulations may affect various categories of taxpayers.", 2018-02918,https://www.federalregister.gov/documents/2018/02/15/2018-02918/eliminating-unnecessary-tax-regulations,https://www.gpo.gov/fdsys/pkg/FR-2018-02-15/pdf/2018-02918.pdf,02/15/2018
"Drawbridge Operation Regulation; Delaware River, Pennsauken Township, NJ",Proposed Rule,Homeland Security Department; Coast Guard,"The Coast Guard is reopening the comment period to solicit additional comments concerning the notice of proposed rulemaking (NPRM), which published on June 30, 2017, and was initially reopened for comments on December 6, 2017. Reopening the comment period will allow the public to provide input on the proposed change to the regulation governing the DELAIR Memorial Railroad Bridge across the Delaware River, mile 104.6, at Pennsauken Township, NJ.", 2018-03178,https://www.federalregister.gov/documents/2018/02/15/2018-03178/drawbridge-operation-regulation-delaware-river-pennsauken-township-nj,https://www.gpo.gov/fdsys/pkg/FR-2018-02-15/pdf/2018-03178.pdf,02/15/2018
Air Plan Approval; SC; VOC Definition,Proposed Rule,Environmental Protection Agency,"On September 5, 2017, the State of South Carolina, through the South Carolina Department of Health and Environmental Control (SC DEHC), submitted changes to the South Carolina State Implementation Plan (SIP). Specifically, the revision pertains to the modification of the definition of ``volatile organic compounds'' (VOCs). EPA is proposing to approve the SIP revision because the State has demonstrated that these changes are consistent with the Clean Air Act (CAA or Act).", 2018-03079,https://www.federalregister.gov/documents/2018/02/15/2018-03079/air-plan-approval-sc-voc-definition,https://www.gpo.gov/fdsys/pkg/FR-2018-02-15/pdf/2018-03079.pdf,02/15/2018
Filing of Contracts; Modernization of Media Regulation Initiative,Proposed Rule,Federal Communications Commission,"In this document, the Federal Communications Commission (Commission) seeks comment on whether and how to modernize the Commission's rules, which requires each licensee or permittee of a commercial and noncommercial AM, FM, television, or international broadcast station to file certain contracts and other documents with the Commission within 30 days after execution. This document continues the Commission's efforts to modernize its regulations and reduce unnecessary requirements that can impede competition and innovation in the media marketplace.", 2018-03098,https://www.federalregister.gov/documents/2018/02/15/2018-03098/filing-of-contracts-modernization-of-media-regulation-initiative,https://www.gpo.gov/fdsys/pkg/FR-2018-02-15/pdf/2018-03098.pdf,02/15/2018
"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Reef Fish Fishery of the Gulf of Mexico; Mutton Snapper and Gag Management Measures",Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"NMFS proposes to implement management measures described in a framework action to the Fishery Management Plan for the Reef Fish Resources of the Gulf of Mexico (FMP), as prepared by the Gulf of Mexico (Gulf) Fishery Management Council (Gulf Council). This proposed rule would revise the mutton snapper commercial and recreational minimum size limits, the recreational bag limit, and the stock annual catch limit (ACL). In addition, this proposed rule would revise the gag commercial minimum size limit. The purpose of this proposed rule is to reduce harvest of mutton snapper to prevent overfishing while also achieving optimum yield (OY), and to streamline management measures to help increase compliance with the fishing regulations for mutton snapper and gag in the exclusive economic zone (EEZ) of the Gulf off Florida.", 2018-03180,https://www.federalregister.gov/documents/2018/02/15/2018-03180/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,https://www.gpo.gov/fdsys/pkg/FR-2018-02-15/pdf/2018-03180.pdf,02/15/2018
Greater-Than-Class C and Transuranic Waste,Proposed Rule,Nuclear Regulatory Commission,"The U.S. Nuclear Regulatory Commission (NRC) is seeking stakeholder participation and involvement in identifying the various technical issues that should be considered in the development of a regulatory basis for the disposal of Greater-than-Class C (GTCC) and transuranic radioactive waste through means other than a deep geologic disposal, including near surface disposal. To assist in this process, the NRC is holding a public meeting and is requesting that stakeholders respond to the questions discussed in Section IV, ``Specific Request for Comments,'' of this document.", 2018-03085,https://www.federalregister.gov/documents/2018/02/14/2018-03085/greater-than-class-c-and-transuranic-waste,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-03085.pdf,02/14/2018
Airworthiness Directives; The Boeing Company Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to supersede Airworthiness Directive (AD) 2017-01- 02, which applies to certain The Boeing Company Model 787-8 and 787-9 airplanes. AD 2017-01-02 requires an inspection for discrepant inboard and outboard trailing edge flap rotary actuators. Since we issued AD 2017-01-02, we have determined that it is necessary to revise the applicability to include additional airplanes, and to reduce the number of affected actuators. This proposed AD would continue to require an inspection of the inboard and outboard trailing edge flap rotary actuator for any discrepant rotary actuator, and corrective actions if necessary. We are proposing this AD to address the unsafe condition on these products.", 2018-03026,https://www.federalregister.gov/documents/2018/02/14/2018-03026/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-03026.pdf,02/14/2018
Postmarketing Safety Reports for Approved New Animal Drugs; Electronic Submission Requirements,Proposed Rule,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, Agency, or we) is proposing to amend its postmarketing safety reporting regulations for approved new animal drugs to require that certain adverse drug experience and product/manufacturing defect reports be submitted to FDA in an electronic format that we can process, review, and archive. This action is intended to improve our systems for collecting and analyzing postmarketing safety reports. The proposed change would help us to more rapidly review postmarketing safety reports, identify emerging safety problems, and disseminate safety information in support of our public health mission. In addition, the proposed amendments would facilitate international harmonization and exchange of safety information.", 2018-02757,https://www.federalregister.gov/documents/2018/02/14/2018-02757/postmarketing-safety-reports-for-approved-new-animal-drugs-electronic-submission-requirements,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-02757.pdf,02/14/2018
"Response to June 1, 2016, Clean Air Act Section 126(b) Petition From Connecticut",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is announcing that a public hearing will be held on the EPA's proposed response to a June 1, 2016, petition submitted by the state of Connecticut pursuant to section 126 of the Clean Air Act (CAA). The petition requests that the EPA make a finding that the Brunner Island Steam Electric Station located in York County, Pennsylvania, emits air pollution in amounts that significantly contribute to nonattainment or interfere with maintenance of the 2008 ozone national ambient air quality standard (NAAQS) in Connecticut. The hearing will be held on February 23, 2018, in Washington, DC. The EPA will issue its proposed response in the near future.", 2018-03171,https://www.federalregister.gov/documents/2018/02/14/2018-03171/response-to-june-1-2016-clean-air-act-section-126b-petition-from-connecticut,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-03171.pdf,02/14/2018
Approval and Promulgation of Implementation Plans; Texas; Revisions to Permitting and Public Participation for Air Quality Permit Applications,Proposed Rule,Environmental Protection Agency,"Pursuant to the Federal Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is proposing to approve four revisions to the Texas State Implementation Plan (SIP) on December 12, 2016 and February 21, 2017, specific to air quality permitting and public notice for air quality permit applications.", 2018-02891,https://www.federalregister.gov/documents/2018/02/14/2018-02891/approval-and-promulgation-of-implementation-plans-texas-revisions-to-permitting-and-public,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-02891.pdf,02/14/2018
Approval and Promulgation of Implementation Plans; Texas; Interstate Transport Requirements for the 1997 and 2006 PM2.5,Proposed Rule,Environmental Protection Agency,"Pursuant to the Federal Clean Air Act (CAA or Act), the Environmental Protection Agency (EPA) is proposing to approve portions of three Texas State Implementation Plan (SIP) submittals pertaining to CAA requirements to prohibit emissions which will significantly contribute to nonattainment or interfere with maintenance of the 1997 and 2006 fine particulate matter (PM<INF>2.5</INF>) National Ambient Air Quality Standards (NAAQS) in other states.", 2018-02894,https://www.federalregister.gov/documents/2018/02/14/2018-02894/approval-and-promulgation-of-implementation-plans-texas-interstate-transport-requirements-for-the,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-02894.pdf,02/14/2018
Air Plan Approval; KY: Removal of Reliance on Reformulated Gasoline in the Kentucky Portion of the Cincinnati-Hamilton Area,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted on September 13, 2017, by the Commonwealth of Kentucky, through the Kentucky Division for Air Quality (KDAQ) in support of the Commonwealth's separate petition requesting that EPA remove the federal reformulated gasoline (RFG) requirements for Boone, Campbell, and Kenton counties in the Kentucky portion of the Cincinnati-Hamilton, Ohio-Kentucky-Indiana 2008 8-hr ozone maintenance area (hereinafter referred to as the ``Northern Kentucky Area'' or ``Area''). The SIP revision revises the Commonwealth's maintenance plan emissions inventory and associated motor vehicle emissions budgets (MVEBs) to remove reliance on emissions reductions from the federal RFG program requirements; a program that the Commonwealth voluntarily opted into in 1995. The SIP revision also includes a non-interference demonstration evaluating whether removing reliance on the RFG requirements in the Northern Kentucky Area would interfere with the requirements of the Clean Air Act (CAA or Act). EPA is proposing to approve this SIP revision and the corresponding non-interference demonstration because EPA has preliminarily determined that the revision is consistent with the applicable provisions of the CAA.", 2018-03078,https://www.federalregister.gov/documents/2018/02/14/2018-03078/air-plan-approval-ky-removal-of-reliance-on-reformulated-gasoline-in-the-kentucky-portion-of-the,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-03078.pdf,02/14/2018
Approval and Promulgation of Implementation Plans; Texas; Disapproval of Interstate Transport State Implementation Plan Revision for the 2006 24-hour PM2.5,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is withdrawing its proposed rule to disapprove the portion of the November 23, 2009 Texas State Implementation Plan (SIP) submittal that intended to demonstrate that the SIP met Clean Act (CAA) requirements to prohibit emissions which will significantly contribute to nonattainment or interfere with maintenance of the 2006 24-hour PM<INF>2.5</INF> National Ambient Air Quality Standards (NAAQS) in other states.", 2018-02893,https://www.federalregister.gov/documents/2018/02/14/2018-02893/approval-and-promulgation-of-implementation-plans-texas-disapproval-of-interstate-transport-state,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-02893.pdf,02/14/2018
Head Start Designation Renewal System Improvements,Proposed Rule,Health and Human Services Department; Children and Families Administration,"OHS issues this request for comments to invite public feedback on information we inadvertently omitted from the ``CLASS Condition of the Head Start Designation Renewal System,'' request for comments, published on December 8, 2017. The document withdrawing the ``CLASS Condition of the Head Start Designation Renewal System'' request for comments is published elsewhere in this issue of the Federal Register. This request for comments is similar to the withdrawn publication in that it invites the public to comment on specific changes OHS is considering for the CLASS condition, as well as other Designation Renewal System (DRS) conditions and processes more broadly. Additionally, OHS seeks comments on ways it can: Incentivize robust competition to include new applicants, facilitate smooth transitions when there is a new grantee as a result of competition, and improve the DRS processes. The comment period is 30 days to allow for the public to address the additional issues in this reissued request for comments. We will consider comments submitted under the ``CLASS Condition of the Head Start Designation Renewal System'' request for comments.", 2018-02902,https://www.federalregister.gov/documents/2018/02/14/2018-02902/head-start-designation-renewal-system-improvements,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-02902.pdf,02/14/2018
CLASS Condition of the Head Start Designation Renewal System,Proposed Rule,Health and Human Services Department; Children and Families Administration,"OHS withdraws the ``CLASS Condition of the Head Start Designation Renewal System'' request for comments, published in the Federal Register on December 8, 2017. OHS simultaneously issues the ``Head Start Designation Renewal System Improvements'' request for comments, located elsewhere in the same issue of the Federal Register. The ``Head Start Designation Renewal System Improvements'' request for comments contains information we inadvertently omitted from the ``CLASS Condition of the Head Start Designation Renewal System'' request for comment publication.", 2018-02901,https://www.federalregister.gov/documents/2018/02/14/2018-02901/class-condition-of-the-head-start-designation-renewal-system,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-02901.pdf,02/14/2018
"Senior Corps: Senior Companion Program, Foster Grandparent Program, Retired and Senior Volunteer Program",Proposed Rule,Corporation for National and Community Service,"The Corporation for National and Community Service (CNCS) proposes changes to existing regulations under the Domestic Volunteer Service Act of 1973, as amended, for the following Senior Corps programs: Foster Grandparent Program (FGP), Senior Companion Program (SCP), and the Retired Senior Volunteer Program (RSVP). These amendments will increase flexibility in program administration while maintaining accountability at the local level, correct grammatical errors, update language that is currently used by CNCS, and streamline requirements for more effective administration of projects in local communities.", 2018-01462,https://www.federalregister.gov/documents/2018/02/14/2018-01462/senior-corps-senior-companion-program-foster-grandparent-program-retired-and-senior-volunteer,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-01462.pdf,02/14/2018
Competitive Postal Products,Proposed Rule,Postal Regulatory Commission,"The Commission is proposing to amend its existing rule related to the minimum amount that competitive products as a whole are required to contribute to institutional costs annually. The proposed rule changes were developed during the Commission's second review of whether the appropriate share level should be retained, eliminated, or modified. The Commission invites public comment on the proposed rule.", 2018-02932,https://www.federalregister.gov/documents/2018/02/14/2018-02932/competitive-postal-products,https://www.gpo.gov/fdsys/pkg/FR-2018-02-14/pdf/2018-02932.pdf,02/14/2018
Airworthiness Directives; Textron Aviation Inc. Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"The FAA is correcting a Notice of Proposed Rulemaking (NPRM) that published in the Federal Register. That NPRM applies to certain Textron Aviation Inc. Models 172N, 172P, 172Q, 172RG, F172N, F172P, FR172K, R172K, 182E, 182F, 182G, 182H, 182J, 182K, 182L, 182M, 182N, 182P, 182Q, 182R, T182, F182P, F182Q, F182RG, R182, TR182, 206, P206/ TP206, U206/TU206, 207/T207, 210-5 (205), 210-5A (205A), 210B, 210C, 210D, 210E, 210F, and T210F airplanes. The Docket No. throughout the document is incorrect. This document corrects that error. In all other respects, the original document remains the same.", 2018-02881,https://www.federalregister.gov/documents/2018/02/13/2018-02881/airworthiness-directives-textron-aviation-inc-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-02-13/pdf/2018-02881.pdf,02/13/2018
Outer Continental Shelf Air Regulations Update To Include New Jersey State Requirements,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to update a portion of the Outer Continental Shelf (OCS) Air Regulations applying to OCS sources located within 25 miles of states' seaward boundaries which must be promulgated into the regulations and updated periodically to remain consistent with the requirements on the corresponding onshore area (COA), which is typically the state geographically closest to the OCS source. The portion of the OCS air regulations that is being updated pertains to the requirements for OCS sources for which the State of New Jersey is the COA. The intended effect of approving the OCS requirements for the State of New Jersey is to regulate emissions from OCS sources in accordance with the requirements onshore. The requirements discussed below are proposed to be incorporated by reference into the Code of Federal Regulations and are listed in the appendix to the OCS air regulations.", 2018-02815,https://www.federalregister.gov/documents/2018/02/13/2018-02815/outer-continental-shelf-air-regulations-update-to-include-new-jersey-state-requirements,https://www.gpo.gov/fdsys/pkg/FR-2018-02-13/pdf/2018-02815.pdf,02/13/2018
