title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Atlantic Highly Migratory Species; 2018 Atlantic Shark Commercial Fishing Season,Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"This proposed rule would establish quotas, opening dates, and retention limits for the 2018 fishing season for the Atlantic commercial shark fisheries. Quotas would be adjusted as required or allowable based on any over- and/or underharvests experienced during 2017 and previous fishing seasons. In addition, NMFS proposes season opening dates and commercial retention limits based on adaptive management measures to provide, to the extent practicable, fishing opportunities for commercial shark fishermen in all regions and areas. The proposed measures could affect fishing opportunities for commercial shark fishermen in the northwestern Atlantic Ocean, including the Gulf of Mexico and Caribbean Sea.", 2017-17575,https://www.federalregister.gov/documents/2017/08/22/2017-17575/atlantic-highly-migratory-species-2018-atlantic-shark-commercial-fishing-season,https://www.gpo.gov/fdsys/pkg/FR-2017-08-22/pdf/2017-17575.pdf,08/22/2017
Fisheries of the Exclusive Economic Zone Off Alaska; Bering Sea and Aleutian Islands Management Area; American Fisheries Act; Bering Sea and Aleutian Islands Crab Rationalization Program,Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"NMFS issues a proposed rule to implement Amendment 48 to the Fishery Management Plan for Bering Sea/Aleutian Islands King and Tanner Crabs (Crab FMP) and a regulatory amendment to revise regulations implementing the American Fisheries Act (AFA) Program and the Crab Rationalization (CR) Program. This proposed rule would revise how NMFS determines the amount of limited access privileges held and used by groups in the Western Alaska Community Development Quota Program (CDQ Program) for the purposes of managing the excessive share limits under the AFA Program and the CR Program. This proposed rule is necessary to align regulations and the Crab FMP to be consistent with an amendment to the Magnuson-Stevens Fishery Conservation and Management Act (Magnuson-Stevens Act) and NMFS' current method of managing excessive share limits for CDQ groups in the AFA Program and the CR Program. This proposed rule is intended to promote the goals and objectives of the Magnuson-Stevens Act, the Crab FMP, and other applicable law.", 2017-17607,https://www.federalregister.gov/documents/2017/08/22/2017-17607/fisheries-of-the-exclusive-economic-zone-off-alaska-bering-sea-and-aleutian-islands-management-area,https://www.gpo.gov/fdsys/pkg/FR-2017-08-22/pdf/2017-17607.pdf,08/22/2017
Airworthiness Directives; The Boeing Company Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We are revising an earlier proposal for certain The Boeing Company Model 777 airplanes. This action revises the notice of proposed rulemaking (NPRM) by adding an inspection to determine a part number and to incorporate an airworthiness limitation (AWL) into the maintenance or inspection program. This action also revises the NPRM by specifying a new version of the airline information management system (AIMS) software for airplanes equipped with AIMS-2 software. We are proposing this Airworthiness Directive (AD) to address the unsafe condition on these products. Since these actions impose an additional burden over that proposed in the NPRM, we are reopening the comment period to allow the public the chance to comment on these proposed changes.", 2017-16570,https://www.federalregister.gov/documents/2017/08/21/2017-16570/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-08-21/pdf/2017-16570.pdf,08/21/2017
"Proposed Establishment of Class E Airspace; Rosebud, SD",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to establish Class E airspace at Rosebud, SD. Controlled airspace is necessary to accommodate new special instrument approach procedures developed at Rosebud Sioux Tribal Airport, for the safety and management of instrument flight rules (IFR) operations at the airport.", 2017-17509,https://www.federalregister.gov/documents/2017/08/21/2017-17509/proposed-establishment-of-class-e-airspace-rosebud-sd,https://www.gpo.gov/fdsys/pkg/FR-2017-08-21/pdf/2017-17509.pdf,08/21/2017
Air Plan Approval; SC: Miscellaneous Revisions to Multiple Rules,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve changes to the South Carolina State Implementation Plan (SIP) to revise several miscellaneous rules, covering definitions, source tests, credible evidence, open burning, air pollution episodes, and fugitive particulate matter. EPA is proposing to approve portions of SIP revisions submitted by the State of South Carolina, through the South Carolina Department of Health and Environmental Control on the following dates: July 18, 2011, June 17, 2013, April 10, 2014, August 8, 2014, January 20, 2016, and July 27, 2016. These actions are being proposed pursuant to the Clean Air Act.", 2017-17236,https://www.federalregister.gov/documents/2017/08/21/2017-17236/air-plan-approval-sc-miscellaneous-revisions-to-multiple-rules,https://www.gpo.gov/fdsys/pkg/FR-2017-08-21/pdf/2017-17236.pdf,08/21/2017
Request for Comment on Reconsideration of the Final Determination of the Mid-Term Evaluation of Greenhouse Gas Emissions Standards for Model Year 2022-2025 Light-Duty Vehicles; Request for Comment on Model Year 2021 Greenhouse Gas Emissions Standards,Proposed Rule,Transportation Department; National Highway Traffic Safety Administration; Environmental Protection Agency,"In a March 22, 2017, Federal Register document, the Environmental Protection Agency (EPA) announced its intention to reconsider the Final Determination of the Mid-term Evaluation of greenhouse gas emissions standards for model year 2022-2025 light-duty vehicles and to coordinate its reconsideration with the parallel rulemaking process to be undertaken by the Department of Transportation's National Highway Traffic Safety Administration (NHTSA) regarding Corporate Average Fuel Economy (CAFE) standards for cars and light trucks for the same model years. In this document, EPA is announcing that it is reconsidering whether the light-duty vehicle greenhouse gas standards previously established for model years 2022- 2025 are appropriate under section 202(a) of the Clean Air Act and invites stakeholders to submit any comments, data, and information they believe are relevant to the Administrator's reconsideration of the January 2017 Mid-term Evaluation Final Determination and in particular, highlight any new information. As part of a 2012 joint final rulemaking by the EPA and NHTSA, the Mid-term Evaluation process was codified in EPA regulation for greenhouse gas emission standards for model years 2017-2025 light-duty vehicles, which requires EPA to determine no later than April 1, 2018, whether the standards for model years 2022-2025 are appropriate.\1\ In accord with this schedule, as noted in the March 22, 2017, document and this document, EPA intends to make a Final Determination regarding the appropriateness of the model year 2022-2025 standards no later than April 1, 2018. In this document, EPA is also requesting comment on the separate question of whether the light-duty vehicle greenhouse gas standards established for model year 2021 remain appropriate, regardless of the agency's decision on the MTE. ---------------------------------------------------------------------------", 2017-17419,https://www.federalregister.gov/documents/2017/08/21/2017-17419/request-for-comment-on-reconsideration-of-the-final-determination-of-the-mid-term-evaluation-of,https://www.gpo.gov/fdsys/pkg/FR-2017-08-21/pdf/2017-17419.pdf,08/21/2017
340B Drug Pricing Program Ceiling Price and Manufacturer Civil Monetary Penalties Regulation,Proposed Rule,Health and Human Services Department,"The Health Resources and Services Administration (HRSA) administers section 340B of the Public Health Service Act (PHSA), which is referred to as the ``340B Drug Pricing Program'' or the ``340B Program.'' HHS is soliciting comments on delaying the effective date of the January 5, 2017 final rule that sets forth the calculation of the ceiling price and application of civil monetary penalties, and applies to all drug manufacturers that are required to make their drugs available to covered entities under the 340B Program. HHS proposes to delay the effective date of the final rule published in the Federal Register (82 FR 1210, January 5, 2017) to July 1, 2018. HHS proposes this action in order to allow a more deliberate process of considering alternative and supplemental regulatory provisions and to allow for sufficient time for additional rulemaking, as set forth below.", 2017-17633,https://www.federalregister.gov/documents/2017/08/21/2017-17633/340b-drug-pricing-program-ceiling-price-and-manufacturer-civil-monetary-penalties-regulation,https://www.gpo.gov/fdsys/pkg/FR-2017-08-21/pdf/2017-17633.pdf,08/21/2017
Hazelnuts Grown in Oregon and Washington; Increased Assessment Rate,Proposed Rule,Agriculture Department; Agricultural Marketing Service,This proposed rule would implement a recommendation from the, 2017-17488,https://www.federalregister.gov/documents/2017/08/18/2017-17488/hazelnuts-grown-in-oregon-and-washington-increased-assessment-rate,https://www.gpo.gov/fdsys/pkg/FR-2017-08-18/pdf/2017-17488.pdf,08/18/2017
HIRE Vets Medallion Program,Proposed Rule,Labor Department; Veterans Employment and Training Service,VETS is publishing this Notice of Proposed Rulemaking (NPRM), 2017-17249,https://www.federalregister.gov/documents/2017/08/18/2017-17249/hire-vets-medallion-program,https://www.gpo.gov/fdsys/pkg/FR-2017-08-18/pdf/2017-17249.pdf,08/18/2017
Approval and Promulgation of Air Quality Implementation Plans; Colorado; Revisions to Regulation Number 3,Proposed Rule,Environmental Protection Agency,The Environmental Protection Agency (EPA) is proposing, 2017-17219,https://www.federalregister.gov/documents/2017/08/18/2017-17219/approval-and-promulgation-of-air-quality-implementation-plans-colorado-revisions-to-regulation,https://www.gpo.gov/fdsys/pkg/FR-2017-08-18/pdf/2017-17219.pdf,08/18/2017
Pesticides; Technical Amendment to Data Requirements for Antimicrobial Pesticides,Proposed Rule,Environmental Protection Agency,EPA is proposing a correction pertaining to the ``200 ppb, 2017-17339,https://www.federalregister.gov/documents/2017/08/18/2017-17339/pesticides-technical-amendment-to-data-requirements-for-antimicrobial-pesticides,https://www.gpo.gov/fdsys/pkg/FR-2017-08-18/pdf/2017-17339.pdf,08/18/2017
Negotiated Rulemaking Committee; Chemical Data Reporting; Requirements for Inorganic Byproduct Chemical Substances; Notice of Public Meetings,Proposed Rule,Environmental Protection Agency,EPA is giving notice that it is holding two additional, 2017-17416,https://www.federalregister.gov/documents/2017/08/18/2017-17416/negotiated-rulemaking-committee-chemical-data-reporting-requirements-for-inorganic-byproduct,https://www.gpo.gov/fdsys/pkg/FR-2017-08-18/pdf/2017-17416.pdf,08/18/2017
Large Financial Institution Rating System; Regulations K and LL,Proposed Rule,Federal Reserve System,"The Board is seeking comment on a proposed new rating system for its supervision of large financial institutions. The proposed ``Large Financial Institution Rating System'' is closely aligned with the Federal Reserve's new supervisory program for large financial institutions. The proposed rating system would apply to all bank holding companies with total consolidated assets of $50 billion or more; all non-insurance, non-commercial savings and loan holding companies with total consolidated assets of $50 billion or more; and U.S. intermediate holding companies of foreign banking organizations established pursuant to the Federal Reserve's Regulation YY. The proposed rating system includes a new rating scale under which component ratings would be assigned for capital planning and positions, liquidity risk management and positions, and governance and controls; however, a standalone composite rating would not be assigned. The Federal Reserve proposes to assign initial ratings under the new rating system during 2018. The Federal Reserve is also seeking comment on proposed revisions to existing provisions in Regulations K and LL so they would remain consistent with certain features of the proposed rating system.", 2017-16736,https://www.federalregister.gov/documents/2017/08/17/2017-16736/large-financial-institution-rating-system-regulations-k-and-ll,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-16736.pdf,08/17/2017
Airworthiness Directives; The Boeing Company Airplanes,Proposed Rule,Transportation Department; Federal Aviation Administration,"We propose to supersede Airworthiness Directive (AD) 2014-03- 07, which applies to certain The Boeing Company Model MD-11 and MD-11F airplanes. AD 2014-03-07 requires inspecting certain locations of the wire bundles of the center upper auxiliary fuel tank for damage, and corrective action if necessary. AD 2014-03-07 also requires installing nonmetallic barrier/shield sleeving, new clamps, new attaching hardware, and a new extruded channel. Since we issued AD 2014-03-07, we determined that it is necessary to require an inspection of the wire bundles for damage at additional center upper auxiliary fuel tank locations on certain airplanes. This proposed AD would add that inspection and expand the applicability. We are proposing this AD to address the unsafe condition on these products.", 2017-16560,https://www.federalregister.gov/documents/2017/08/17/2017-16560/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-16560.pdf,08/17/2017
"Proposed Establishment of Class E Airspace; Deblois, ME",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to establish Class E airspace extending upward from 700 feet above the surface in Deblois, ME, to accommodate new area navigation (RNAV) global positioning system (GPS) standard instrument approach procedures (SIAPs) serving Deblois Flight Strip. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at the airport.", 2017-17259,https://www.federalregister.gov/documents/2017/08/17/2017-17259/proposed-establishment-of-class-e-airspace-deblois-me,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17259.pdf,08/17/2017
ABMC Privacy Program,Proposed Rule,American Battle Monuments Commission,This rule provides guidance and assigns responsibility for the privacy program under the American Battle Monuments Commission (ABMC) pursuant to the Privacy Act of 1974 and applicable Office of Management Budget (OMB) guidance., 2017-17281,https://www.federalregister.gov/documents/2017/08/17/2017-17281/abmc-privacy-program,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17281.pdf,08/17/2017
Air Plan Approval; Alabama; Cross-State Air Pollution Rule,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve portions of the October 26, 2015, and May 19, 2017, State Implementation Plan (SIP) revisions from Alabama replacing the Cross- State Air Pollution Rule (CSAPR) federal implementation plan (FIP). Under CSAPR, large electricity generating units (EGUs) in Alabama are subject to FIP provisions requiring the units to participate in a federal allowance trading program for ozone season emissions of nitrogen oxides (NO<INF>X</INF>). This action would approve into Alabama's SIP the State's regulations requiring Alabama's affected units to participate in a new state allowance trading program for ozone season NO<INF>X</INF> emissions integrated with the CSAPR federal trading programs, replacing the corresponding CSAPR FIP requirements for Alabama. This state trading program is substantively identical to the federal trading program except with regard to the provisions allocating emission allowances among Alabama units. Under the CSAPR regulations, final approval of these portions of the SIP revisions would automatically eliminate Alabama units' FIP requirements to participate in CSAPR's federal allowance trading program for ozone season NO<INF>X</INF> emissions. Approval would also fully satisfy Alabama's good neighbor obligation under the Clean Air Act (CAA or Act) to prohibit emissions which will significantly contribute to nonattainment or interfere with maintenance of the 1997 8-hour Ozone National Ambient Air Quality Standards (NAAQS) in any other state; and would partially satisfy Alabama's good neighbor obligation under the CAA to prohibit emissions which will significantly contribute to nonattainment or interfere with maintenance of the 2008 8-hour Ozone NAAQS in any other state.", 2017-17341,https://www.federalregister.gov/documents/2017/08/17/2017-17341/air-plan-approval-alabama-cross-state-air-pollution-rule,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17341.pdf,08/17/2017
Air Plan Approval; Alabama; Transportation Conformity,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve the portion of a revision to the Alabama State Implementation plan submitted by the State of Alabama on May 8, 2013, for the purpose of amending the transportation conformity rules to be consistent with Federal requirements.", 2017-17239,https://www.federalregister.gov/documents/2017/08/17/2017-17239/air-plan-approval-alabama-transportation-conformity,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17239.pdf,08/17/2017
Approval and Promulgation of Implementation Plans; South Carolina; Regional Haze State Implementation Plan,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is issuing a supplement to its proposed approval of a revision to the South Carolina State Implementation Plan (SIP) submitted by the State of South Carolina through the South Carolina Department of Health and Environmental Control (SC DHEC) on December 28, 2012. South Carolina's SIP revision (Progress Report) addresses requirements of the Clean Air Act (CAA or Act) and EPA's rules that require each state to submit periodic reports describing progress towards reasonable progress goals (RPGs) established for regional haze and a determination of the adequacy of the state's existing SIP addressing regional haze (regional haze plan). EPA's proposed approval of South Carolina's Progress Report was published in the Federal Register on January 17, 2014. This supplemental proposal addresses the potential effects on EPA's proposed approval from the April 29, 2014, decision of the United States Supreme Court (Supreme Court) remanding to the United States Court of Appeals for the District of Columbia Circuit (D.C. Circuit) EPA's Cross-State Air Pollution Rule (CSAPR) for further proceedings and the D.C. Circuit's July 28, 2015, decision on remand.", 2017-17222,https://www.federalregister.gov/documents/2017/08/17/2017-17222/approval-and-promulgation-of-implementation-plans-south-carolina-regional-haze-state-implementation,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17222.pdf,08/17/2017
Air Plan Approval; South Carolina: Minor Source Permit Program Revisions,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve changes to South Carolina's State Implementation Plan (SIP) to revise minor new source review (NSR) regulations. EPA is proposing to approve portions of SIP revisions modifying these regulations as submitted by the State of South Carolina, through the South Carolina Department of Health and Environmental Control (SC DHEC), on the following dates: October 1, 2007, July 18, 2011, June 17, 2013, August 8, 2014, January 20, 2016, and July 27, 2016. This action is being proposed pursuant to the Clean Air Act (CAA or Act).", 2017-17345,https://www.federalregister.gov/documents/2017/08/17/2017-17345/air-plan-approval-south-carolina-minor-source-permit-program-revisions,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17345.pdf,08/17/2017
Air Plan Approval; Alabama; Regional Haze Plan and Prong 4 (Visibility) for the 2012 PM2.5,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to take the following four actions regarding the Alabama State Implementation Plan (SIP), contingent upon a final determination from the Agency that a state's participation in the Cross-State Air Pollution Rule (CSAPR) continues to meet the Regional Haze Rule (RHR)'s criteria to qualify as an alternative to the application of Best Available Retrofit Technology (BART): Approve the portion of Alabama's October 26, 2015, SIP submittal seeking to change reliance from the Clean Air Interstate Rule (CAIR) to CSAPR for certain regional haze requirements; convert EPA's limited approval/limited disapproval of Alabama's July 15, 2008, regional haze SIP to a full approval; approve the visibility prong of Alabama's infrastructure SIP submittals for the 2012 Fine Particulate Matter (PM<INF>2.5</INF>), 2010 Nitrogen Dioxide (NO<INF>2</INF>), and 2010 Sulfur Dioxide (SO<INF>2</INF>) National Ambient Air Quality Standards (NAAQS); and convert EPA's disapproval of the visibility portion of Alabama's infrastructure SIP submittal for the 2008 Ozone NAAQS to an approval.", 2017-17346,https://www.federalregister.gov/documents/2017/08/17/2017-17346/air-plan-approval-alabama-regional-haze-plan-and-prong-4-visibility-for-the-2012-pm25,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17346.pdf,08/17/2017
Air Plan Approval; NC; Air Curtain Burners,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve portions of revisions to the North Carolina State Implementation Plan (SIP) submitted by the State of North Carolina through the North Carolina Department of Environmental Quality (formerly the North Carolina Department of Environment and Natural Resources (NCDENR)), Division of Air Quality (DAQ), on October 14, 2004, March 24, 2006, and January 31, 2008. The proposed revisions are changes to the air curtain burner regulation of the North Carolina SIP and are part of North Carolina's strategy to meet and maintain the national ambient air quality standards (NAAQS). EPA has taken or will take action with respect to all other portions of these SIP revisions. This action is being taken pursuant to the Clean Air Act (CAA or Act) and its implementing regulations.", 2017-17243,https://www.federalregister.gov/documents/2017/08/17/2017-17243/air-plan-approval-nc-air-curtain-burners,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17243.pdf,08/17/2017
Approval and Promulgation of Air Quality Implementation Plans; Virginia; Revisions To Implement the Revocation of the 1997 Ozone NAAQS,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) proposes to approve the state implementation plan (SIP) revision submitted by the Commonwealth of Virginia which includes revised provisions of the State Air Pollution Control Board's Regulations for the Control and Abatement of Air Pollution to be consistent with EPA's final rule revoking the 1997 ozone NAAQS and implementing the 2008 ozone national ambient air quality standards (NAAQS). See 80 FR 12264 (March 6, 2015). In the Final Rules section of this Federal Register, EPA is approving the State's SIP submittal as a direct final rule without prior proposal because the Agency views this as a noncontroversial submittal and anticipates no adverse comments. A detailed rationale for the approval is set forth in the direct final rule. If no adverse comments are received in response to this action, no further activity is contemplated. If EPA receives adverse comments, the direct final rule will be withdrawn and all public comments received will be addressed in a subsequent final rule based on this proposed rule. EPA will not institute a second comment period. Any parties interested in commenting on this action should do so at this time.", 2017-17234,https://www.federalregister.gov/documents/2017/08/17/2017-17234/approval-and-promulgation-of-air-quality-implementation-plans-virginia-revisions-to-implement-the,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17234.pdf,08/17/2017
"Relaxation of the Federal Reid Vapor Pressure (RVP) Gasoline Volatility Standard for Shelby County (Memphis), Tennessee",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve a request from Tennessee for EPA to relax the Federal Reid Vapor Pressure (RVP) standard applicable to gasoline introduced into commerce from June 1 to September 15 of each year for Shelby County, Tennessee (Memphis or Area). Specifically, EPA is proposing to amend the regulations to allow the RVP standard for Shelby County to change from 7.8 pounds per square inch (psi) to 9.0 psi for gasoline. EPA has preliminarily determined that this change to the Federal RVP regulation is consistent with the applicable provisions of the Clean Air Act (CAA).", 2017-17420,https://www.federalregister.gov/documents/2017/08/17/2017-17420/relaxation-of-the-federal-reid-vapor-pressure-rvp-gasoline-volatility-standard-for-shelby-county,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17420.pdf,08/17/2017
Community Right-To-Know; Adopting 2017 North American Industry Classification System (NAICS) Codes for Toxics Release Inventory (TRI) Reporting,Proposed Rule,Environmental Protection Agency,"EPA is proposing to update the list of North American Industry Classification System (NAICS) codes subject to reporting under the Toxics Release Inventory (TRI) to reflect the Office of Management and Budget (OMB) 2017 NAICS code revision. As a result of this proposal, facilities would be required to use 2017 NAICS codes when reporting to TRI beginning with TRI reporting forms that are due on July 1, 2018, covering releases and other waste management quantities for the 2017 calendar year. EPA is also modifying the list of exceptions and limitations associated with NAICS codes in the CFR for TRI reporting purposes by deleting the descriptive text. EPA believes that the proposed amendments are non-controversial and does not expect to receive any adverse comments. Therefore, in addition to this Notice of Proposed Rulemaking, in the ``Rules and Regulations'' section of today's Federal Register, EPA is promulgating the 2017 NAICS code update as a direct final rule. For more information on this proposal, please refer to the direct final rule.", 2017-17412,https://www.federalregister.gov/documents/2017/08/17/2017-17412/community-right-to-know-adopting-2017-north-american-industry-classification-system-naics-codes-for,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17412.pdf,08/17/2017
Medicare Program; Cancellation of Advancing Care Coordination Through Episode Payment and Cardiac Rehabilitation Incentive Payment Models; Changes to Comprehensive Care for Joint Replacement Payment Model (CMS-5524-P),Proposed Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This proposed rule proposes to cancel the Episode Payment Models (EPMs) and Cardiac Rehabilitation (CR) incentive payment model and to rescind the regulations governing these models. It also proposes to revise certain aspects of the Comprehensive Care for Joint Replacement (CJR) model, including: Giving certain hospitals selected for participation in the CJR model a one-time option to choose whether to continue their participation in the model; technical refinements and clarifications for certain payment, reconciliation and quality provisions; and a change to increase the pool of eligible clinicians that qualify as affiliated practitioners under the Advanced Alternative Payment Model (APM) track.", 2017-17446,https://www.federalregister.gov/documents/2017/08/17/2017-17446/medicare-program-cancellation-of-advancing-care-coordination-through-episode-payment-and-cardiac,https://www.gpo.gov/fdsys/pkg/FR-2017-08-17/pdf/2017-17446.pdf,08/17/2017
"Proposed Amendment of Class E Airspace, Scottsboro, AL",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to amend Class E airspace at Scottsboro, AL, by updating the airport name to Highland Medical Center Heliport, (formerly Jackson County Hospital), and updating the geographic coordinates of the heliport to coincide with the FAA's aeronautical database.", 2017-17256,https://www.federalregister.gov/documents/2017/08/16/2017-17256/proposed-amendment-of-class-e-airspace-scottsboro-al,https://www.gpo.gov/fdsys/pkg/FR-2017-08-16/pdf/2017-17256.pdf,08/16/2017
"Proposed Amendment of Class E Airspace, Carrabassett, ME",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to amend Class E airspace at Carrabassett, ME, due to the new arrival procedure established for Sugarloaf Regional Airport. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at the airport. This action also would update the geographic coordinates of the airport.", 2017-17257,https://www.federalregister.gov/documents/2017/08/16/2017-17257/proposed-amendment-of-class-e-airspace-carrabassett-me,https://www.gpo.gov/fdsys/pkg/FR-2017-08-16/pdf/2017-17257.pdf,08/16/2017
Simplifying Deposit Requirements for Certain Literary Works and Musical Compositions,Proposed Rule,"Library of Congress; Copyright Office, Library of Congress","The United States Copyright Office is proposing to amend the regulations governing the deposit requirements for certain types of literary works and musical compositions. Specifically, the proposed rule will apply to certain types of ``literary monographs,'' which are defined, in part, as literary works published in one volume or a finite number of separate volumes. The proposed rule also applies to musical compositions that are published in the United States in print formats-- that is, compositions published as ``copies'' rather than solely as phonorecords, as referenced in the Copyright Act. Under the current regulations, two copies of the best edition are generally needed to register these types of works and to comply with the mandatory deposit requirement. Under the proposed rule, copyright owners will be able to satisfy both requirements for literary monographs by submitting one copy of the best edition of the work, although the Office will retain the right to demand a second copy under the mandatory deposit provision should the Library need it. Copyright owners will also be able to satisfy both requirements for certain musical compositions by submitting one copy of the best edition. As part of these changes, the proposed rule also clarifies the deposit requirements for musical compositions published both in print and phonorecord formats. For musical works (i.e., musical compositions) published in both formats, the Office will require the submission of the print version for purposes of copyright registration. If the musical composition is published only as a phonorecord, the applicant should submit the phonorecord. All of these changes will improve the efficiency of registration and mandatory deposit for both the Office and copyright owners alike, ensuring that the Office has an adequate registration record and continuing to make these works available to the Library of Congress when needed for use in its collections or other disposition. The Office invites public comment on this proposal.", 2017-17194,https://www.federalregister.gov/documents/2017/08/16/2017-17194/simplifying-deposit-requirements-for-certain-literary-works-and-musical-compositions,https://www.gpo.gov/fdsys/pkg/FR-2017-08-16/pdf/2017-17194.pdf,08/16/2017
Air Plan Approval; North Carolina; Transportation Conformity,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve the portion of a revision to the North Carolina State Implementation plan submitted by the State of North Carolina on March 24, 2006, for the purpose of clarifying the State's transportation conformity rules consistent with Federal requirements.", 2017-17250,https://www.federalregister.gov/documents/2017/08/16/2017-17250/air-plan-approval-north-carolina-transportation-conformity,https://www.gpo.gov/fdsys/pkg/FR-2017-08-16/pdf/2017-17250.pdf,08/16/2017
Air Plan Approval; Vermont; Regional Haze Five-Year Progress Report,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve Vermont's regional haze progress report, submitted on February 29, 2016 as a revision to its State Implementation Plan (SIP). Vermont's SIP revision addresses requirements of the Clean Air Act (CAA) and EPA's rules that require states to submit periodic reports describing the progress toward reasonable progress goals (RPGs) established for regional haze and a determination of adequacy of the State's existing regional haze SIP. EPA is proposing to approve Vermont's progress report on the basis that it addresses the progress report and adequacy determination requirements for the first implementation period covering through 2018.", 2017-17246,https://www.federalregister.gov/documents/2017/08/16/2017-17246/air-plan-approval-vermont-regional-haze-five-year-progress-report,https://www.gpo.gov/fdsys/pkg/FR-2017-08-16/pdf/2017-17246.pdf,08/16/2017
Air Plan Approval; AL; VOC Definitions and Particulate Emissions,Proposed Rule,Environmental Protection Agency,"On May 19, 2017, the State of Alabama, through the Alabama Department of Environmental Management, submitted changes to the Alabama State Implementation Plan (SIP). The Environmental Protection Agency (EPA) is proposing to approve the submission that modifies the State's air quality regulations as incorporated into the SIP. Specifically, the revision pertains to definitional changes, including the modification of the definition of ``volatile organic compounds,'' correcting a typographical error, and removing control of particulate emissions and opacity limits.", 2017-17233,https://www.federalregister.gov/documents/2017/08/16/2017-17233/air-plan-approval-al-voc-definitions-and-particulate-emissions,https://www.gpo.gov/fdsys/pkg/FR-2017-08-16/pdf/2017-17233.pdf,08/16/2017
Air Plan Approval; SC: Standards for Volatile Organic Compounds and Oxides of Nitrogen,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve changes to the South Carolina State Implementation Plan (SIP) that revise several miscellaneous rules for control standards for process industries. Specifically, changes are made to standards for volatile organic compounds and oxides of nitrogen. EPA is proposing to approve portions of SIP revisions submitted by the State of South Carolina, through the South Carolina Department of Health and Environmental Control, on the following dates: October 1, 2007, June 17, 2013, and January 20, 2016. These actions are being proposed pursuant to the Clean Air Act.", 2017-17245,https://www.federalregister.gov/documents/2017/08/16/2017-17245/air-plan-approval-sc-standards-for-volatile-organic-compounds-and-oxides-of-nitrogen,https://www.gpo.gov/fdsys/pkg/FR-2017-08-16/pdf/2017-17245.pdf,08/16/2017
