title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Anchorage Grounds; Lower Chesapeake Bay, Cape Charles, VA",Proposed Rule,Homeland Security Department; Coast Guard,"The Coast Guard announces an August 17, 2016 public meeting to receive comments on an advance notice of proposed rulemaking (ANPRM) for anchorage grounds that was published in the Federal Register on April 19, 2016. As stated in the ANPRM, the Coast Guard is considering amending the regulations for Hampton Roads, VA, and adjacent waters anchorages by establishing a new anchorage, near Cape Charles, VA, on the Lower Chesapeake Bay. We are reopening the comment period on the ANPRM so that comments may be received both at the public meeting and up to 2 weeks after the public meeting.", 2016-19510,https://www.federalregister.gov/documents/2016/08/16/2016-19510/anchorage-grounds-lower-chesapeake-bay-cape-charles-va,https://www.gpo.gov/fdsys/pkg/FR-2016-08-16/pdf/2016-19510.pdf,08/16/2016
Air Plan Approval; DC; Infrastructure Requirements for the 2012 PM2.5,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) proposes to approve the state implementation plan (SIP) revision submitted by the District of Columbia (the District) pursuant to the Clean Air Act (CAA). Whenever new or revised national ambient air quality standards (NAAQS) are promulgated, the CAA requires states to submit a plan for the implementation, maintenance, and enforcement of such NAAQS. The plan is required to address basic program elements including, but not limited to, regulatory structure, monitoring, modeling, legal authority, and adequate resources necessary to assure attainment and maintenance of the standards. These elements are referred to as infrastructure requirements. The District has made a submittal addressing the infrastructure requirements for the 2012 annual fine particulate matter (PM<INF>2.5</INF>) NAAQS. This action is being taken under the CAA. In the Final Rules section of this Federal Register, EPA is approving the District's SIP submittal as a direct final rule without prior proposal because the Agency views this as a noncontroversial submittal and anticipates no adverse comments. A more detailed description of the state submittal and EPA's evaluation is included in a technical support document (TSD) prepared in support of this rulemaking action. If no adverse comments are received in response to this action, no further activity is contemplated. If EPA receives adverse comments, the direct final rule will be withdrawn and all public comments received will be addressed in a subsequent final rule based on this proposed rule. EPA will not institute a second comment period. Any parties interested in commenting on this action should do so at this time.", 2016-19389,https://www.federalregister.gov/documents/2016/08/16/2016-19389/air-plan-approval-dc-infrastructure-requirements-for-the-2012-pm25,https://www.gpo.gov/fdsys/pkg/FR-2016-08-16/pdf/2016-19389.pdf,08/16/2016
Approval and Promulgation of Air Quality Implementation Plans; Virginia; Case by Case Reasonably Available Control Technology for the 2008 8-Hour Ozone National Ambient Air Quality Standard (NAAQS),Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) proposes to approve the state implementation plan (SIP) revision submitted by the Commonwealth of Virginia for inclusion of revised Virginia regulations in the Virginia SIP which incorporate EPA's compliance date for implementation of case-by-case reasonably available control technology (RACT) determinations for the 2008 8-hour ozone national ambient air quality standard (NAAQS). In the Final Rules section of this Federal Register, EPA is approving the Commonwealth's SIP submittal as a direct final rule without prior proposal because the Agency views this as a noncontroversial submittal and anticipates no adverse comments. A detailed rationale for the approval is set forth in the direct final rule. If no adverse comments are received in response to this action, no further activity is contemplated. If EPA receives adverse comments, the direct final rule will be withdrawn and all public comments received will be addressed in a subsequent final rule based on this proposed rule. EPA will not institute a second comment period. Any parties interested in commenting on this action should do so at this time.", 2016-19387,https://www.federalregister.gov/documents/2016/08/16/2016-19387/approval-and-promulgation-of-air-quality-implementation-plans-virginia-case-by-case-reasonably,https://www.gpo.gov/fdsys/pkg/FR-2016-08-16/pdf/2016-19387.pdf,08/16/2016
Fisheries of the Northeastern United States; Atlantic Sea Scallop Fishery; Amendment 19,Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"NMFS proposes to approve and implement through regulations measures included in Amendment 19 to the Atlantic Sea Scallop Fishery Management Plan, which the New England Fishery Management Council adopted and submitted to NMFS for approval. Amendment 19 would establish a specifications process outside of the current framework adjustment process to implement management measures that are typically adjusted on an annual or biennial basis and change the start of the scallop fishing year from March 1 to April 1. This amendment is intended to streamline the development and implementation of annual specifications and reduce the administrative burden.", 2016-19465,https://www.federalregister.gov/documents/2016/08/16/2016-19465/fisheries-of-the-northeastern-united-states-atlantic-sea-scallop-fishery-amendment-19,https://www.gpo.gov/fdsys/pkg/FR-2016-08-16/pdf/2016-19465.pdf,08/16/2016
Medicare and Medicaid Programs; Programs of All-Inclusive Care for the Elderly (PACE),Proposed Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This proposed rule would revise and update the requirements for the Programs of All-Inclusive Care for the Elderly (PACE) under the Medicare and Medicaid programs. The proposed rule addresses application and waiver procedures, sanctions, enforcement actions and termination, administrative requirements, PACE services, participant rights, quality assessment and performance improvement, participant enrollment and disenrollment, payment, federal and state monitoring, data collection, record maintenance, and reporting. The proposed changes would provide greater operational flexibility, remove redundancies and outdated information, and codify existing practice.", 2016-19153,https://www.federalregister.gov/documents/2016/08/16/2016-19153/medicare-and-medicaid-programs-programs-of-all-inclusive-care-for-the-elderly-pace,https://www.gpo.gov/fdsys/pkg/FR-2016-08-16/pdf/2016-19153.pdf,08/16/2016
Energy Conservation Program: Energy Conservation Standards for Portable Air Conditioners,Proposed Rule,Energy Department,"On June 13, 2016, the U.S. Department of Energy (DOE) published in the Federal Register a notice of proposed rulemaking (NOPR) for portable air conditioners. 81 FR 38398. The notice provided opportunity for submitting written comments, data, and information by August 12, 2016. DOE received a request from the Association of Home Appliance Manufacturers (AHAM), dated July 21, 2016, to extend the comment period until December 1, 2016.", 2016-19356,https://www.federalregister.gov/documents/2016/08/15/2016-19356/energy-conservation-program-energy-conservation-standards-for-portable-air-conditioners,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19356.pdf,08/15/2016
Energy Conservation Program: Energy Conservation Standards for Uninterruptible Power Supplies; Correction,Proposed Rule,Energy Department,"The U.S. Department of Energy (DOE) published a document in the Federal Register on August 5, 2016, concerning a notice of proposed rulemaking and announcement of public meeting regarding energy conservation standards for uninterruptible power supplies. 81 FR 52196. The NOPR provided that the public meeting would be held on September 9, 2016. However, due to a scheduling conflict amongst stakeholders, DOE is changing the date of the public meeting to Friday, September 16, 2016, beginning at 9:30 a.m. All other dates, including the date that the comment period closes, remain unchanged.", 2016-19102,https://www.federalregister.gov/documents/2016/08/15/2016-19102/energy-conservation-program-energy-conservation-standards-for-uninterruptible-power-supplies,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19102.pdf,08/15/2016
"Proposed Amendment of Class D and E Airspace; Eugene, OR, and Corvallis, OR",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to amend Class E airspace designated as an extension to a Class D or E surface airspace area, and Class E airspace upward from 700 feet above the surface at Mahlon Sweet Field Airport, Eugene, OR, to accommodate airspace redesign. Class E airspace extending upward from 700 feet above the surface at Mahlon Sweet Field Airport also would be amended to remove reference to the Corvallis Municipal Airport by creating a stand-alone airspace designation for Corvallis Municipal Airport. Additionally, this proposal would update the airport reference points for these airports in Class D and E airspace, as well as remove the Notice to Airmen (NOTAM) requirement noted in Class E surface area airspace. Airspace redesign is necessary for the safety and management of Instrument Flight Rules (IFR) operations within the National Airspace System.", 2016-19114,https://www.federalregister.gov/documents/2016/08/15/2016-19114/proposed-amendment-of-class-d-and-e-airspace-eugene-or-and-corvallis-or,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19114.pdf,08/15/2016
"Proposed Amendment of Class E Airspace, Albany, OR",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify Class E airspace at Albany Municipal Airport, Albany, OR. Advances in Global Positioning System (GPS) mapping accuracy and a reliance on precise geographic coordinates to define airport and airspace reference points have made airspace redesign necessary for the safety and management of Instrument Flight Rules (IFR) operations.", 2016-19116,https://www.federalregister.gov/documents/2016/08/15/2016-19116/proposed-amendment-of-class-e-airspace-albany-or,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19116.pdf,08/15/2016
Standards and Procedures for the Enforcement of the Immigration and Nationality Act,Proposed Rule,Justice Department,"The Department of Justice (Department) proposes to revise regulations implementing a section of the Immigration and Nationality Act concerning unfair immigration-related employment practices. The proposed revisions are appropriate to conform the regulations to the statutory text as amended, simplify and add definitions of statutory terms, update and clarify the procedures for filing and processing charges of discrimination, ensure effective investigations of unfair immigration-related employment practices, reflect developments in nondiscrimination jurisprudence, reflect changes in existing practices (e.g., electronic filing of charges), reflect the new name of the office within the Department charged with enforcing this statute, and replace outdated references.", 2016-18957,https://www.federalregister.gov/documents/2016/08/15/2016-18957/standards-and-procedures-for-the-enforcement-of-the-immigration-and-nationality-act,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-18957.pdf,08/15/2016
Air Plan Approval; NH; Control of Volatile Organic Compound Emissions From Minor Core Activities,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted by the State of New Hampshire on October 4, 2012. The revision clarifies Reasonably Available Control Technology (RACT) requirements as they apply to minor core activities of volatile organic compound (VOC) sources. The intended effect of this action is to propose approval of these requirements into the New Hampshire SIP. This action is being taken in accordance with the Clean Air Act.", 2016-19125,https://www.federalregister.gov/documents/2016/08/15/2016-19125/air-plan-approval-nh-control-of-volatile-organic-compound-emissions-from-minor-core-activities,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19125.pdf,08/15/2016
Federal Travel Regulation (FTR); Clarification of Payment in Kind for Speakers at Meetings and Similar Functions,Proposed Rule,General Services Administration,"The General Services Administration (GSA) is proposing to amend the Federal Travel Regulation (FTR) to change the definition of ``payment in kind.'' As proposed, the new definition would provide that a full or partial waiver of registration fees by an organizing entity of a meeting or similar function is not considered a payment in kind to the agency when employees speak, participate in a panel, or present at the meeting or similar function in their official capacities, and registration fees are waived for all speakers, panelists, or presenters. This proposed amendment would also make miscellaneous related corrections.", 2016-18556,https://www.federalregister.gov/documents/2016/08/15/2016-18556/federal-travel-regulation-ftr-clarification-of-payment-in-kind-for-speakers-at-meetings-and-similar,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-18556.pdf,08/15/2016
Medicaid Program; Disproportionate Share Hospital Payments-Treatment of Third Party Payers in Calculating Uncompensated Care Costs,Proposed Rule,Health and Human Services Department; Centers for Medicare & Medicaid Services,"This proposed rule addresses the hospital-specific limitation on Medicaid disproportionate share hospital (DSH) payments under section 1923(g)(1)(A) of the Social Security Act (Act), and the application of such limitation in the annual DSH audits required under section 1923(j) of the Act, by clarifying that the hospital-specific DSH limit is based only on uncompensated care costs. Specifically, this rule would make clearer in the text of the regulation an existing interpretation that uncompensated care costs include only those costs for Medicaid eligible individuals that remain after accounting for payments received by hospitals by or on behalf of Medicaid eligible individuals, including Medicare and other third party payments that compensate the hospitals for care furnished to such individuals. As a result, the hospital-specific limit calculation would reflect only the costs for Medicaid eligible individuals for which the hospital has not received payment from any source (other than state or local governmental payments for indigent patients).", 2016-19107,https://www.federalregister.gov/documents/2016/08/15/2016-19107/medicaid-program-disproportionate-share-hospital-payments-treatment-of-third-party-payers-in,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19107.pdf,08/15/2016
Commercial Fishing Vessels-Implementation of 2010 and 2012 Legislation,Proposed Rule,Homeland Security Department; Coast Guard,"The Coast Guard is extending, for 90 days, the period for submitting public comments on the notice of proposed rulemaking (NPRM). The extension responds to a request made by the public.", 2016-19272,https://www.federalregister.gov/documents/2016/08/15/2016-19272/commercial-fishing-vessels-implementation-of-2010-and-2012-legislation,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19272.pdf,08/15/2016
Ocean Common Carrier and Marine Terminal Operator Agreements Subject to the Shipping Act of 1984,Proposed Rule,Federal Maritime Commission,"The Federal Maritime Commission is seeking public comments on proposed modifications to its rules governing agreements by or among ocean common carriers and/or marine terminal operators subject to the Shipping Act of 1984 and its rules on the delegation of authority to and redelegation of authority by the Director, Bureau of Trade Analysis. These proposed modifications were developed in conformity with the objectives of the 2011 Executive Order to independent regulatory agencies that aims to promote a regulatory system that protects public health, welfare, safety and our environment while promoting economic growth, innovation, competitiveness and job creation.", 2016-18805,https://www.federalregister.gov/documents/2016/08/15/2016-18805/ocean-common-carrier-and-marine-terminal-operator-agreements-subject-to-the-shipping-act-of-1984,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-18805.pdf,08/15/2016
Petitions for Reconsideration and Clarification of Action in Rulemaking Proceeding,Proposed Rule,Federal Communications Commission,"The Federal Communications Commission published a document in the Federal Register of July 29, 2016, concerning request for oppositions on Petitions for Reconsideration and Clarification. The document contained incorrect dates.", 2016-19308,https://www.federalregister.gov/documents/2016/08/15/2016-19308/petitions-for-reconsideration-and-clarification-of-action-in-rulemaking-proceeding,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19308.pdf,08/15/2016
Endangered and Threatened Wildlife and Plants; 6-Month Extension of Final Determination for the Proposed Listing of the Headwater Chub and Distinct Population Segment of the Roundtail Chub as Threatened Species,Proposed Rule,Interior Department; Fish and Wildlife Service,"We, the U.S. Fish and Wildlife Service (Service), announce a 6-month extension of the determination of whether the headwater chub (Gila nigra) and a distinct population segment of the roundtail chub (Gila robusta) are threatened species, and we announce the reopening of the comment period on the proposed rules to add these species to the List of Endangered and Threatened Wildlife. We are taking this action based on our finding that there is substantial disagreement regarding the sufficiency or accuracy of the available data relevant to our proposed regulations to add these species to the List of Endangered and Threatened Wildlife, making it necessary to solicit additional information by reopening the comment period for 30 days.", 2016-19340,https://www.federalregister.gov/documents/2016/08/15/2016-19340/endangered-and-threatened-wildlife-and-plants-6-month-extension-of-final-determination-for-the,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19340.pdf,08/15/2016
List of Fisheries for 2017,Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"The National Marine Fisheries Service (NMFS) publishes its proposed List of Fisheries (LOF) for 2017, as required by the Marine Mammal Protection Act (MMPA). The proposed LOF for 2017 reflects new information on interactions between commercial fisheries and marine mammals. NMFS must classify each commercial fishery on the LOF into one of three categories under the MMPA based upon the level of mortality and serious injury of marine mammals that occurs incidental to each fishery. The classification of a fishery on the LOF determines whether participants in that fishery are subject to certain provisions of the MMPA, such as registration, observer coverage, and take reduction plan (TRP) requirements.", 2016-19346,https://www.federalregister.gov/documents/2016/08/15/2016-19346/list-of-fisheries-for-2017,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-19346.pdf,08/15/2016
Control of Communicable Diseases,Proposed Rule,Health and Human Services Department,"Through this Notice of Proposed Rulemaking (NPRM), the Centers for Disease Control and Prevention (CDC) in the Department of Health and Human Services (HHS) is amending its domestic (interstate) and foreign quarantine regulations to best protect the public health of the United States. These amendments are being proposed to aid public health responses to outbreaks of communicable diseases such as the largest recorded outbreak of Ebola virus disease (Ebola) in history, the recent outbreak of Middle East Respiratory Syndrome (MERS) in South Korea, and repeated outbreaks and responses to measles in the United States, as well as the ongoing threat of other new or re-emerging communicable diseases. The provisions contained herein provide additional clarity to various safeguards to prevent the importation and spread of communicable diseases affecting human health into the United States and interstate.", 2016-18103,https://www.federalregister.gov/documents/2016/08/15/2016-18103/control-of-communicable-diseases,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-18103.pdf,08/15/2016
Amendments to Federal Mortgage Disclosure Requirements Under the Truth in Lending Act (Regulation Z),Proposed Rule,Consumer Financial Protection Bureau,"The Bureau of Consumer Financial Protection (Bureau) is proposing various amendments to Federal mortgage disclosure requirements under the Real Estate Settlement Procedures Act and the Truth in Lending Act that are implemented in Regulation Z. The proposed amendments memorialize the Bureau's informal guidance on various issues and include clarifications and technical amendments. The Bureau is also proposing tolerance provisions for the total of payments, an adjustment to a partial exemption mainly affecting housing finance agencies and nonprofits, extension of coverage of the integrated disclosure requirements to all cooperative units, and guidance on sharing the disclosures with various parties involved in the mortgage origination process.", 2016-18426,https://www.federalregister.gov/documents/2016/08/15/2016-18426/amendments-to-federal-mortgage-disclosure-requirements-under-the-truth-in-lending-act-regulation-z,https://www.gpo.gov/fdsys/pkg/FR-2016-08-15/pdf/2016-18426.pdf,08/15/2016
Importation of Orchids in Growing Media From the Republic of Korea Into the Continental United States,Proposed Rule,Agriculture Department; Animal and Plant Health Inspection Service,"We are proposing to amend the regulations governing the importation of plants for planting to add orchid plants of the genera Phalaenopsis and Cymbidium from the Republic of Korea to the list of plants that may be imported into the continental United States in an approved growing medium, subject to specified growing, inspection, and certification requirements. We are taking this action in response to a request from the Republic of Korea and after determining that the plants could be imported under certain conditions, without resulting in the introduction into, or the dissemination within, the United States of a plant pest or noxious weed.", 2016-19224,https://www.federalregister.gov/documents/2016/08/12/2016-19224/importation-of-orchids-in-growing-media-from-the-republic-of-korea-into-the-continental-united,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19224.pdf,08/12/2016
Procedural Rules for DOE Nuclear Activities,Proposed Rule,Energy Department,"The U.S. Department of Energy (DOE) is proposing to amend its Procedural Rules for DOE Nuclear Activities to clarify that the Department may assess civil penalties against certain contractors and subcontractors for violations of the prohibition against retaliating against an employee who reports violations of law, mismanagement, waste, abuse, or dangerous/unsafe workplace conditions, among other protected activities, concerning nuclear safety (referred to as ``whistleblowers''). Specifically, this proposed rule would clarify that the prohibition against whistleblower retaliation is a DOE Nuclear Safety Requirement to the extent that it concerns nuclear safety. The proposed rule would also explain the circumstances under which DOE would investigate alleged violations of this prohibition. The proposed rule would also delineate which DOE regulations are DOE Nuclear Safety Requirements.", 2016-19103,https://www.federalregister.gov/documents/2016/08/12/2016-19103/procedural-rules-for-doe-nuclear-activities,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19103.pdf,08/12/2016
"Proposed Amendment of Class E Airspace, Kahului, HI",Proposed Rule,Transportation Department; Federal Aviation Administration,"This action proposes to modify Class E airspace designated as an extension to a Class C surface area, and modify Class E airspace extending upward from 700 feet above the surface at Kahului Airport, Kahului, HI. Due to changes to the available instrument flight procedures since the last review and advances in Global Positioning System (GPS) mapping accuracy, the FAA found airspace modifications are necessary to ensure the safety and management of Instrument Flight Rules (IFR) operations at the airport with a minimum amount of airspace restriction.", 2016-19004,https://www.federalregister.gov/documents/2016/08/12/2016-19004/proposed-amendment-of-class-e-airspace-kahului-hi,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19004.pdf,08/12/2016
"Chief Compliance Officer Annual Report Requirements for Futures Commission Merchants, Swap Dealers, and Major Swap Participants; Amendments to Filing Dates",Proposed Rule,Commodity Futures Trading Commission,"The Commodity Futures Trading Commission (``Commission'' or ``CFTC'') is proposing to amend certain provisions of its regulations concerning Chief Compliance Officers (``Proposal''). The regulation that is the subject of the Proposal addresses chief compliance officers (``CCOs'') of futures commission merchants (``FCMs''), swap dealers (``SDs''), and major swap participants (``MSPs'') (collectively, ``Registrants''). The proposed amendments would: Codify existing no- action relief regarding the timing of when a Registrant must furnish its CCO annual report to the Commission; clarify filing requirements for Registrants located in a jurisdiction for which the Commission has issued a comparability determination; and delegate to the Director of the Division of Swap Dealer and Intermediary Oversight (``DSIO'') authority to grant extensions to the CCO annual report filing deadline.", 2016-19231,https://www.federalregister.gov/documents/2016/08/12/2016-19231/chief-compliance-officer-annual-report-requirements-for-futures-commission-merchants-swap-dealers,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19231.pdf,08/12/2016
Oil and Gas and Sulfur Operations in the Outer Continental Shelf-Decommissioning Costs for Pipelines,Proposed Rule,Interior Department; Safety and Environmental Enforcement Bureau,"The Bureau of Safety and Environmental Enforcement (BSEE) proposes to amend the regulations requiring lessees and owners of operating rights to submit summaries of actual decommissioning expenditures incurred for certain decommissioning activities related to oil and gas and sulfur operations on the Outer Continental Shelf (OCS). The proposed rule would expand the scope of the current regulations to require lessees, owners of operating rights, and right-of-way (ROW) holders to submit summaries of actual expenditures incurred for pipeline decommissioning activities.", 2016-19057,https://www.federalregister.gov/documents/2016/08/12/2016-19057/oil-and-gas-and-sulfur-operations-in-the-outer-continental-shelf-decommissioning-costs-for-pipelines,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19057.pdf,08/12/2016
Schedule for Rating Disabilities; Skin Conditions,Proposed Rule,Veterans Affairs Department,"The Department of Veterans Affairs (VA) proposes to amend the portion of the VA Schedule for Rating Disabilities (VASRD or Rating Schedule) that addresses skin conditions. The purpose of these changes is to incorporate medical advances that have occurred since the last review, update current medical terminology, and provide clear evaluation criteria. The proposed rule reflects advances in medical knowledge, recommendations from the Skin Disorders Work Group, which is comprised of subject matter experts from both the Veterans Benefits Administration and the Veterans Health Administration, and comments from experts and the public gathered as part of a public forum. The public forum, focusing on revisions to the skin conditions section of the VASRD, was held in January 2012.", 2016-18695,https://www.federalregister.gov/documents/2016/08/12/2016-18695/schedule-for-rating-disabilities-skin-conditions,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-18695.pdf,08/12/2016
Approval and Promulgation of Implementation Plans; Washington: Updates to Incorporation by Reference and Miscellaneous Revisions,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) proposes to approve State Implementation Plan revisions submitted by the Washington State Department of Ecology (Ecology) on July 11, 2016. The revisions update the incorporation by reference of Federal provisions cited in Ecology's general air quality regulations. The revisions also reflect changes to the primary and secondary National Ambient Air Quality Standards (NAAQS) for ozone, promulgated since Ecology's last update. Ecology also made minor corrections to typographical errors and non-substantive edits for clarity, such as standardizing the citation format.", 2016-19031,https://www.federalregister.gov/documents/2016/08/12/2016-19031/approval-and-promulgation-of-implementation-plans-washington-updates-to-incorporation-by-reference,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19031.pdf,08/12/2016
"Approval and Promulgation of State Implementation Plan Revisions to Primary Air Quality Standards, Minor Source Baseline Date, Incorporation by Reference, and 2008 Ozone NAAQS Infrastructure Requirements for CAA Section 110(a)(2)(C) and (D)(i)(II); Wyoming",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve State Implementation Plan (SIP) revisions submitted by the State of Wyoming on May 28, 2015 and November 6, 2015. The amendments update the version of the Code of Federal Regulations (CFR) incorporated by reference into the rules of the State of Wyoming for Chapter 2, Section 12; Chapter 3, General Emission Standards, Section 9; and Chapter 6, Prevention of Significant Deterioration, Section 4. The May 28, 2015 submittal updates a citation to a Federal Register article (i.e., Federal Register notice) under the definition of ``tpy CO<INF>2</INF> equivalent emissions (CO<INF>2</INF>e),'' and lists a new minor source baseline date for fine particulate. The State also proposes to update the primary air quality standards for particulate matter (PM<INF>2.5</INF>) to reflect federal updates that went into effect in January 2013. The updated primary PM<INF>2.5</INF> standard is 12 micrograms per cubic meter ([micro]g/m\3\) annual arithmetic mean concentration, which is lowered from its previous level of 15 [micro]g/ m\3\. The EPA is also proposing approval of portions of the State's February 6, 2014 2008 ozone National Ambient Air Quality Standards (NAAQS) infrastructure certification regarding prevention of significant deterioration (PSD) and the good neighbor provision. The EPA is not taking action on the Chapter 6, Permitting Requirements, Section 14 portion of the May 24, 2012 submittal because it has been superseded by a November 6, 2015 submittal (81 FR 35271). The EPA is not taking action on a May 24, 2012 submittal or a March 8, 2013 submittal because they have been superseded by the May 28, 2015 submittal.", 2016-18869,https://www.federalregister.gov/documents/2016/08/12/2016-18869/approval-and-promulgation-of-state-implementation-plan-revisions-to-primary-air-quality-standards,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-18869.pdf,08/12/2016
"Approval and Promulgation of Air Quality Implementation Plans; State of Colorado; Motor Vehicle Inspection and Maintenance, Clean Screen Program and the Low Emitter Index, On-Board Diagnostics, and Associated Revisions",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing approval of three State Implementation Plan (SIP) revisions submitted by the State of Colorado. The revisions involve amendments to Colorado's Regulation Number 11 ``Motor Vehicle Emissions Inspection Program.'' The revisions address the implementation of the Low Emitter Index component of Regulation No. 11's Clean Screen Program, the implementation of the On-Board Diagnostics component of Regulation No. 11, and several other associated revisions. The EPA is proposing approval of these SIP revisions in accordance with the requirements of section 110 of the Clean Air Act (CAA).", 2016-18878,https://www.federalregister.gov/documents/2016/08/12/2016-18878/approval-and-promulgation-of-air-quality-implementation-plans-state-of-colorado-motor-vehicle,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-18878.pdf,08/12/2016
"Air Plan Approval; Indiana; Abengoa Bioenergy of Indiana, Commissioner's Order",Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is proposing to approve a revision to the Indiana State Implementation Plan (SIP) submitted by the Indiana Department of Environmental Management (IDEM) on October 16, 2015. The submittal consists of an order issued by the Commissioner of IDEM (Commissioner's Order No. 2015-01) approving alternative control technology requirements for Abengoa Bioenergy of Indiana (Abengoa). These requirements include the use of a carbon adsorption/absorption hydrocarbon vapor recovery system with a minimum overall control efficiency of 98% to control volatile organic compound (VOC) emissions from the ethanol loading racks at Abengoa. A continuous emissions monitoring system (CEMS) must be used to monitor the carbon adsorption/absorption hydrocarbon vapor recovery system for breakthrough of VOC emissions.", 2016-19030,https://www.federalregister.gov/documents/2016/08/12/2016-19030/air-plan-approval-indiana-abengoa-bioenergy-of-indiana-commissioners-order,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19030.pdf,08/12/2016
Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities,Proposed Rule,Environmental Protection Agency,This document announces the Agency's receipt of several initial filings of pesticide petitions requesting the establishment or modification of regulations for residues of pesticide chemicals in or on various commodities., 2016-19239,https://www.federalregister.gov/documents/2016/08/12/2016-19239/receipt-of-several-pesticide-petitions-filed-for-residues-of-pesticide-chemicals-in-or-on-various,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19239.pdf,08/12/2016
National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Deletion of the Jackson Steel Superfund Site,Proposed Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA), Region 2, is issuing this Notice of Intent to Delete (NOID) the Jackson Steel Site, located in the Village of Mineola, Nassau County, New York, from the National Priorities List (NPL) and requests public comments on this proposed action. The NPL, promulgated pursuant to Section 105 of the Comprehensive Environmental Response, Compensation and Liability Act (CERCLA) of 1980, as amended, is an appendix of the National Oil and Hazardous Substances Pollution Contingency Plan. EPA and the State of New York, through the New York State Department of Environmental Conservation (NYSDEC), have determined that other than the ongoing operation and maintenance of the vapor intrusion mitigation systems at the daycare center, periodic vapor intrusion monitoring, ensuring that the institutional controls are in place and effective, and five-year reviews, all appropriate response actions under CERCLA have been completed at the Site and that the soil on the Site and the groundwater beneath the Site no longer pose a threat to public health or the environment.", 2016-19142,https://www.federalregister.gov/documents/2016/08/12/2016-19142/national-oil-and-hazardous-substances-pollution-contingency-plan-national-priorities-list-deletion,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-19142.pdf,08/12/2016
340B Drug Pricing Program; Administrative Dispute Resolution,Proposed Rule,Health and Human Services Department,"The Health Resources and Services Administration (HRSA) implements section 340B of the Public Health Service Act (PHSA), which is referred to as the ``340B Drug Pricing Program'' or the ``340B Program.'' This proposed rule will apply to all drug manufacturers and covered entities that participate in the 340B Program. The proposed rule sets forth the requirements and procedures for the 340B Program's administrative dispute resolution process.", 2016-18969,https://www.federalregister.gov/documents/2016/08/12/2016-18969/340b-drug-pricing-program-administrative-dispute-resolution,https://www.gpo.gov/fdsys/pkg/FR-2016-08-12/pdf/2016-18969.pdf,08/12/2016
